run1_idx,run2_idx,confidence,event_type,run1_distance,run2_distance,run1_clock,run2_clock,depth_run1,depth_run2,depth_change,depth_growth_rate,length_run1,length_run2,length_change,length_growth_rate,width_run1,width_run2,width_change,width_growth_rate,is_critical
369,894,0.852597434352965,METAL_LOSS,10595.49,10623.963,3.783333333333333,3.9833333333333334,50.0,27.0,-23.0,-3.2857142857142856,0.67,2.2,1.5300000000000002,0.2185714285714286,2.17,2.9,0.73,0.10428571428571429,False
379,905,0.9498712536364244,CLUSTER,10755.92,10784.616,5.216666666666667,5.233333333333333,20.0,25.0,5.0,0.7142857142857143,1.8,1.7,-0.10000000000000009,-0.0142857142857143,2.89,1.7,-1.1900000000000002,-0.17,False
380,906,0.8719951288816155,METAL_LOSS,10756.35,10784.829,3.966666666666667,3.85,10.0,15.0,5.0,0.7142857142857143,0.75,4.1,3.3499999999999996,0.47857142857142854,1.46,2.3,0.8399999999999999,0.11999999999999998,False
426,999,0.5365946078676218,METAL_LOSS_MFG,12427.16,12455.308,7.9,7.166666666666667,16.0,17.0,1.0,0.14285714285714285,2.17,17.2,15.03,2.1471428571428572,1.73,6.7,4.970000000000001,0.7100000000000001,False
449,1054,0.7249548768916068,METAL_LOSS,13155.93,13189.665,7.116666666666666,6.4,24.0,22.0,-2.0,-0.2857142857142857,1.61,12.8,11.190000000000001,1.5985714285714288,3.7,19.6,15.900000000000002,2.271428571428572,False
450,1055,0.8674037468022673,METAL_LOSS,13156.18,13190.236,3.4833333333333334,3.55,23.0,21.0,-2.0,-0.2857142857142857,0.67,5.3,4.63,0.6614285714285714,1.3,3.0,1.7,0.24285714285714285,False
467,1076,0.8369610728696838,METAL_LOSS,13645.56,13681.542,3.6666666666666665,3.6666666666666665,11.0,18.0,7.0,1.0,0.71,4.1,3.3899999999999997,0.48428571428571426,1.46,7.5,6.04,0.8628571428571429,False
468,1077,0.6957485033097757,METAL_LOSS,13645.75,13681.667,5.316666666666666,6.883333333333333,16.0,17.0,1.0,0.14285714285714285,0.55,1.4,0.8499999999999999,0.12142857142857141,1.02,2.7,1.6800000000000002,0.24000000000000002,False
475,1088,0.8244125404879782,METAL_LOSS,13852.54,13889.177,1.6,12.883333333333333,10.0,26.0,16.0,2.2857142857142856,0.39,0.4,0.010000000000000009,0.0014285714285714299,0.59,0.2,-0.38999999999999996,-0.05571428571428571,True
477,1089,0.7637840955571198,METAL_LOSS,13853.93,13889.741,10.6,9.516666666666667,14.0,17.0,3.0,0.42857142857142855,0.47,1.3,0.8300000000000001,0.11857142857142858,0.94,0.5,-0.43999999999999995,-0.06285714285714285,False
476,1090,0.8180045490222095,METAL_LOSS,13853.79,13890.43,1.4666666666666668,12.833333333333334,14.0,35.0,21.0,3.0,1.26,1.3,0.040000000000000036,0.0057142857142857195,0.79,1.4,0.6099999999999999,0.08714285714285712,True
482,1097,0.8560275141214964,METAL_LOSS,14002.02,14038.661,6.75,6.066666666666666,12.0,16.0,4.0,0.5714285714285714,0.51,1.7,1.19,0.16999999999999998,1.26,1.3,0.040000000000000036,0.0057142857142857195,False
504,1141,0.8398397192526499,DENT,14630.88,14670.374,6.45,5.75,,,,,27.54,27.54,0.0,0.0,8.38,8.38,0.0,0.0,False
510,1161,0.8417145926099427,METAL_LOSS,14751.84,14790.627,9.666666666666666,9.433333333333334,29.0,44.0,15.0,2.142857142857143,0.83,5.0,4.17,0.5957142857142858,1.38,1.5,0.1200000000000001,0.017142857142857158,True
509,1162,0.8343935927624936,METAL_LOSS,14751.62,14791.473,9.683333333333334,9.5,29.0,23.0,-6.0,-0.8571428571428571,0.71,3.4,2.69,0.3842857142857143,1.18,1.6,0.42000000000000015,0.06000000000000002,False
513,1163,0.7389868369658991,METAL_LOSS,14753.65,14792.293,2.6,2.05,22.0,32.0,10.0,1.4285714285714286,0.98,18.8,17.82,2.545714285714286,1.38,8.5,7.12,1.0171428571428571,False
515,1164,0.8138612329394221,METAL_LOSS,14754.98,14793.514,9.8,9.7,12.0,18.0,6.0,0.8571428571428571,2.21,73.1,70.89,10.127142857142857,1.18,8.8,7.620000000000001,1.0885714285714287,False
514,1165,0.8217933011185806,METAL_LOSS,14753.91,14794.098,2.3166666666666664,2.1166666666666667,12.0,14.0,2.0,0.2857142857142857,0.47,3.5,3.0300000000000002,0.4328571428571429,0.94,1.4,0.45999999999999996,0.06571428571428571,False
512,1166,0.7787070727361711,CLUSTER,14753.35,14795.144,2.6166666666666667,2.183333333333333,16.0,18.0,2.0,0.2857142857142857,1.64,1.8,0.16000000000000014,0.022857142857142878,1.17,1.1,-0.06999999999999984,-0.009999999999999978,False
511,1167,0.6902717105434915,METAL_LOSS,14753.1,14795.499,2.5833333333333335,2.183333333333333,19.0,14.0,-5.0,-0.7142857142857143,0.67,2.5,1.83,0.26142857142857145,1.1,1.9,0.7999999999999998,0.11428571428571425,False
516,1168,0.672781350787295,METAL_LOSS,14757.57,14796.775,9.483333333333333,8.166666666666666,11.0,17.0,6.0,0.8571428571428571,0.94,19.4,18.459999999999997,2.6371428571428566,2.01,3.3,1.29,0.1842857142857143,False
523,1188,0.5831528211895339,METAL_LOSS,14909.43,14947.283,2.3666666666666667,11.116666666666667,11.0,15.0,4.0,0.5714285714285714,0.67,1.4,0.7299999999999999,0.10428571428571427,1.18,1.9,0.72,0.10285714285714286,False
525,1208,0.5284793359676001,METAL_LOSS,14932.19,14968.914,1.3,11.583333333333334,27.0,15.0,-12.0,-1.7142857142857142,0.55,0.6,0.04999999999999993,0.007142857142857133,1.3,1.0,-0.30000000000000004,-0.042857142857142864,False
526,1209,0.7105714978006531,METAL_LOSS,14934.69,14972.513,12.783333333333333,12.733333333333333,14.0,20.0,6.0,0.8571428571428571,1.89,6.0,4.11,0.5871428571428572,2.17,5.4,3.2300000000000004,0.46142857142857147,False
527,1215,0.7637030368547796,METAL_LOSS,14945.13,14986.696,1.0666666666666667,12.666666666666666,36.0,26.0,-10.0,-1.4285714285714286,0.59,9.5,8.91,1.272857142857143,1.26,5.4,4.140000000000001,0.5914285714285715,False
532,1218,0.7488951099261112,METAL_LOSS,14960.83,15002.497,5.35,5.833333333333333,10.0,16.0,6.0,0.8571428571428571,1.3,5.7,4.4,0.6285714285714287,3.42,5.3,1.88,0.26857142857142857,False
535,1219,0.7919570557988809,METAL_LOSS,14961.27,15003.743,4.766666666666667,4.416666666666667,13.0,25.0,12.0,1.7142857142857142,1.26,9.3,8.040000000000001,1.1485714285714288,1.42,3.1,1.6800000000000002,0.24000000000000002,False
541,1223,0.8083655176790793,METAL_LOSS,14966.55,15007.575,5.783333333333333,5.85,13.0,26.0,13.0,1.8571428571428572,0.59,9.8,9.21,1.3157142857142858,0.71,6.3,5.59,0.7985714285714286,False
543,1225,0.760864703019519,CLUSTER,14967.06,15007.881,4.683333333333334,4.016666666666667,51.0,25.0,-26.0,-3.7142857142857144,1.74,3.7,1.9600000000000002,0.28,5.2,3.9,-1.3000000000000003,-0.18571428571428575,False
549,1226,0.7759592934679312,METAL_LOSS,14968.31,15008.602,4.2,3.8,15.0,20.0,5.0,0.7142857142857143,0.87,22.9,22.029999999999998,3.147142857142857,1.38,5.1,3.7199999999999998,0.5314285714285714,False
567,1228,0.7779251571129681,METAL_LOSS,14972.35,15011.601,3.0166666666666666,3.2666666666666666,11.0,22.0,11.0,1.5714285714285714,0.94,33.8,32.86,4.694285714285714,2.36,15.3,12.940000000000001,1.8485714285714288,False
565,1231,0.7957426282295249,METAL_LOSS,14972.17,15012.484,5.716666666666667,5.633333333333333,40.0,12.0,-28.0,-4.0,0.99,10.0,9.01,1.2871428571428571,3.03,3.9,0.8700000000000001,0.1242857142857143,False
568,1232,0.66195056751446,CLUSTER,14973.7,15013.576,4.85,6.15,27.0,14.0,-13.0,-1.8571428571428572,2.17,4.8,2.63,0.3757142857142857,3.77,2.7,-1.0699999999999998,-0.15285714285714283,False
573,1244,0.6568945996276003,METAL_LOSS,15015.82,15052.946,1.9166666666666665,1.6166666666666667,15.0,27.0,12.0,1.7142857142857142,0.59,19.8,19.21,2.744285714285714,1.02,4.3,3.28,0.4685714285714285,False
576,1247,0.7540071384233739,METAL_LOSS,15024.49,15064.019,7.933333333333334,6.716666666666667,10.0,15.0,5.0,0.7142857142857143,0.75,2.1,1.35,0.19285714285714287,1.81,1.4,-0.41000000000000014,-0.058571428571428594,False
575,1248,0.8893183736809022,METAL_LOSS,15024.48,15064.17,3.033333333333333,3.4166666666666665,10.0,17.0,7.0,1.0,0.59,0.8,0.21000000000000008,0.03000000000000001,2.48,3.6,1.12,0.16,False
574,1249,0.8673034140285292,METAL_LOSS,15024.47,15064.196,5.316666666666666,4.866666666666667,11.0,17.0,6.0,0.8571428571428571,0.87,2.0,1.13,0.16142857142857142,0.59,1.4,0.8099999999999999,0.1157142857142857,False
578,1250,0.5627493482309498,METAL_LOSS,15026.16,15064.206,12.983333333333333,7.55,11.0,15.0,4.0,0.5714285714285714,0.83,2.3,1.4699999999999998,0.20999999999999996,1.42,1.0,-0.41999999999999993,-0.05999999999999999,False
579,1257,0.628855269843605,METAL_LOSS,15049.79,15086.227,8.75,7.75,13.0,17.0,4.0,0.5714285714285714,0.67,1.9,1.23,0.1757142857142857,1.38,2.2,0.8200000000000003,0.11714285714285719,False
580,1258,0.5153498263238048,METAL_LOSS,15052.42,15087.602,8.733333333333333,7.433333333333334,10.0,13.0,3.0,0.42857142857142855,2.13,0.9,-1.23,-0.1757142857142857,1.93,0.7,-1.23,-0.1757142857142857,False
584,1260,0.6117406102406313,METAL_LOSS,15054.95,15092.165,8.233333333333333,7.8,18.0,41.0,23.0,3.2857142857142856,0.67,53.2,52.53,7.5042857142857144,1.06,12.3,11.24,1.6057142857142856,True
589,1261,0.5798150327776841,CLUSTER,15056.15,15097.29,8.066666666666666,3.183333333333333,21.0,23.0,2.0,0.2857142857142857,2.09,3.3,1.21,0.17285714285714285,3.21,2.6,-0.6099999999999999,-0.08714285714285712,False
590,1262,0.701688669815212,METAL_LOSS,15059.49,15098.202,9.0,8.533333333333333,17.0,31.0,14.0,2.0,1.89,15.3,13.41,1.9157142857142857,1.38,7.6,6.22,0.8885714285714286,False
591,1264,0.7568019216831512,METAL_LOSS,15061.44,15101.07,9.9,9.383333333333333,15.0,24.0,9.0,1.2857142857142858,0.83,12.4,11.57,1.6528571428571428,1.22,5.5,4.28,0.6114285714285714,False
588,1267,0.584472007730114,METAL_LOSS,15056.04,15102.333,8.866666666666667,9.216666666666667,13.0,15.0,2.0,0.2857142857142857,1.85,1.5,-0.3500000000000001,-0.05000000000000001,1.1,1.9,0.7999999999999998,0.11428571428571425,False
594,1271,0.5659781841234253,METAL_LOSS,15069.74,15107.703,3.8833333333333333,8.383333333333333,10.0,14.0,4.0,0.5714285714285714,0.75,2.2,1.4500000000000002,0.20714285714285716,1.61,1.5,-0.1100000000000001,-0.01571428571428573,False
593,1272,0.5591317322593143,METAL_LOSS,15069.47,15108.271,3.8833333333333333,8.85,23.0,12.0,-11.0,-1.5714285714285714,1.61,3.1,1.49,0.21285714285714286,2.91,1.7,-1.2100000000000002,-0.17285714285714288,False
595,1274,0.5480193090187798,METAL_LOSS,15073.61,15111.919,5.166666666666667,8.533333333333333,10.0,13.0,3.0,0.42857142857142855,0.75,3.6,2.85,0.40714285714285714,1.38,1.8,0.42000000000000015,0.06000000000000002,False
596,1275,0.8126632440808256,METAL_LOSS,15073.85,15113.386,5.2,5.116666666666666,19.0,29.0,10.0,1.4285714285714286,0.75,15.4,14.65,2.092857142857143,1.5,8.8,7.300000000000001,1.042857142857143,False
600,1276,0.707131091387658,METAL_LOSS,15076.28,15113.694,12.283333333333333,11.716666666666667,20.0,12.0,-8.0,-1.1428571428571428,0.75,6.5,5.75,0.8214285714285714,2.01,2.0,-0.009999999999999787,-0.0014285714285713982,False
599,1277,0.5136482319402118,METAL_LOSS,15076.11,15115.154,12.7,9.6,10.0,16.0,6.0,0.8571428571428571,0.35,9.9,9.55,1.3642857142857143,0.67,4.8,4.13,0.59,False
602,1279,0.7851707522229784,METAL_LOSS,15086.22,15125.791,3.1166666666666667,3.5833333333333335,22.0,21.0,-1.0,-0.14285714285714285,0.67,10.7,10.03,1.4328571428571428,1.02,7.9,6.880000000000001,0.982857142857143,False
603,1280,0.5889520354578143,METAL_LOSS,15086.47,15126.122,5.116666666666666,1.85,10.0,32.0,22.0,3.142857142857143,0.55,1.9,1.3499999999999999,0.19285714285714284,0.94,1.4,0.45999999999999996,0.06571428571428571,True
608,1281,0.874870310518796,METAL_LOSS,15093.89,15132.32,6.316666666666666,6.35,10.0,16.0,6.0,0.8571428571428571,1.38,2.6,1.2200000000000002,0.17428571428571432,1.89,2.2,0.3100000000000003,0.044285714285714324,False
605,1282,0.7858806072809906,METAL_LOSS,15092.78,15132.484,8.25,7.75,41.0,40.0,-1.0,-0.14285714285714285,0.67,10.3,9.63,1.375714285714286,1.1,4.3,3.1999999999999997,0.45714285714285713,False
615,1283,0.816967130469725,METAL_LOSS,15095.94,15133.015,6.166666666666667,6.216666666666667,14.0,13.0,-1.0,-0.14285714285714285,1.93,2.6,0.6700000000000002,0.09571428571428574,2.05,3.1,1.0500000000000003,0.15000000000000005,False
621,1287,0.8226118320915683,CLUSTER,15104.59,15144.206,3.1333333333333333,3.533333333333333,17.0,21.0,4.0,0.5714285714285714,0.83,6.0,5.17,0.7385714285714285,8.9,7.6,-1.3000000000000007,-0.1857142857142858,False
623,1288,0.5811467043454497,METAL_LOSS,15106.27,15144.551,11.716666666666667,2.4833333333333334,14.0,19.0,5.0,0.7142857142857143,0.59,0.8,0.21000000000000008,0.03000000000000001,1.3,0.3,-1.0,-0.14285714285714285,False
626,1295,0.7965189849217434,METAL_LOSS,15184.5,15224.154,4.266666666666667,4.233333333333333,10.0,23.0,13.0,1.8571428571428572,0.79,7.4,6.61,0.9442857142857143,2.24,6.1,3.8599999999999994,0.5514285714285714,False
625,1296,0.7665174554883925,METAL_LOSS,15184.5,15224.472,2.35,1.9666666666666668,11.0,22.0,11.0,1.5714285714285714,1.02,25.2,24.18,3.454285714285714,2.01,18.5,16.490000000000002,2.355714285714286,False
629,1298,0.8272963445603322,METAL_LOSS,15186.2,15226.306,3.1666666666666665,2.65,10.0,18.0,8.0,1.1428571428571428,1.1,3.1,2.0,0.2857142857142857,2.44,3.5,1.06,0.15142857142857144,False
631,1303,0.5206738794479759,METAL_LOSS,15263.79,15302.343,7.75,5.016666666666667,14.0,19.0,5.0,0.7142857142857143,0.98,2.3,1.3199999999999998,0.18857142857142856,5.08,2.9,-2.18,-0.31142857142857144,False
636,1308,0.8121854750136711,METAL_LOSS,15275.45,15314.633,8.016666666666667,7.9,17.0,16.0,-1.0,-0.14285714285714285,1.1,10.7,9.6,1.3714285714285714,2.79,4.8,2.01,0.2871428571428571,False
635,1309,0.6135711147720273,METAL_LOSS,15275.44,15315.226,3.283333333333333,4.733333333333333,18.0,15.0,-3.0,-0.42857142857142855,1.5,9.5,8.0,1.1428571428571428,5.2,8.2,2.999999999999999,0.42857142857142844,False
633,1310,0.8899664103971776,METAL_LOSS,15275.43,15315.322,2.6833333333333336,2.8,12.0,14.0,2.0,0.2857142857142857,0.55,2.9,2.3499999999999996,0.3357142857142857,1.1,1.7,0.5999999999999999,0.0857142857142857,False
648,1322,0.749052030456929,METAL_LOSS,15366.08,15405.932,2.8833333333333333,2.033333333333333,12.0,16.0,4.0,0.5714285714285714,1.02,2.8,1.7799999999999998,0.2542857142857143,4.05,2.2,-1.8499999999999996,-0.26428571428571423,False
649,1323,0.7957013536379175,METAL_LOSS,15366.08,15406.063,4.083333333333333,3.783333333333333,15.0,14.0,-1.0,-0.14285714285714285,0.91,6.4,5.49,0.7842857142857144,7.36,2.6,-4.76,-0.6799999999999999,False
654,1327,0.6760324466053227,METAL_LOSS,15377.59,15418.435,5.016666666666667,6.733333333333333,19.0,13.0,-6.0,-0.8571428571428571,0.67,1.6,0.93,0.13285714285714287,1.14,1.7,0.56,0.08,False
653,1328,0.8469285494732965,METAL_LOSS,15377.43,15418.609,10.066666666666666,10.666666666666666,11.0,15.0,4.0,0.5714285714285714,0.87,2.2,1.33,0.19,2.44,1.7,-0.74,-0.10571428571428572,False
662,1337,0.5212390715794925,METAL_LOSS,15505.12,15546.375,2.9,6.466666666666667,13.0,13.0,0.0,0.0,0.71,8.5,7.79,1.1128571428571428,1.69,4.6,2.9099999999999997,0.41571428571428565,False
665,1344,0.9413214162809607,METAL_LOSS,15585.19,15627.723,4.883333333333333,4.9,21.0,22.0,1.0,0.14285714285714285,1.06,2.8,1.7399999999999998,0.24857142857142853,1.34,1.9,0.5599999999999998,0.07999999999999997,False
678,1373,0.9626938349007546,METAL_LOSS,16038.87,16082.477,7.416666666666667,7.433333333333334,13.0,18.0,5.0,0.7142857142857143,0.35,0.6,0.25,0.03571428571428571,0.63,0.9,0.27,0.038571428571428576,False
687,1384,0.8433062554516909,METAL_LOSS,16377.71,16422.142,4.733333333333333,4.5,11.0,21.0,10.0,1.4285714285714286,0.67,3.5,2.83,0.4042857142857143,1.42,2.4,0.98,0.13999999999999999,False
690,1387,0.8849748775676578,METAL_LOSS,16458.49,16502.995,5.65,5.35,12.0,17.0,5.0,0.7142857142857143,1.85,3.7,1.85,0.2642857142857143,3.42,3.1,-0.31999999999999984,-0.04571428571428569,False
692,1389,0.6244347597598785,METAL_LOSS,16460.62,16504.396,6.95,8.216666666666667,36.0,12.0,-24.0,-3.4285714285714284,0.75,5.5,4.75,0.6785714285714286,1.93,2.4,0.47,0.06714285714285714,False
694,1393,0.6888019563956792,CLUSTER,16532.12,16575.932,4.566666666666666,5.266666666666667,29.0,20.0,-9.0,-1.2857142857142858,2.56,24.2,21.64,3.0914285714285716,6.51,19.2,12.69,1.8128571428571427,False
698,1394,0.7570992704965345,CLUSTER,16538.65,16582.897,8.416666666666666,7.9,29.0,26.0,-3.0,-0.42857142857142855,1.67,14.6,12.93,1.8471428571428572,5.24,10.4,5.16,0.7371428571428572,False
696,1395,0.8059580673685858,METAL_LOSS,16538.55,16583.117,6.916666666666667,6.4,11.0,19.0,8.0,1.1428571428571428,1.26,4.4,3.1400000000000006,0.4485714285714287,4.57,3.8,-0.7700000000000005,-0.11000000000000007,False
697,1396,0.7442877393681555,METAL_LOSS,16538.65,16583.225,4.033333333333333,3.3,12.0,14.0,2.0,0.2857142857142857,1.18,11.1,9.92,1.417142857142857,1.61,10.6,8.99,1.2842857142857143,False
699,1397,0.8195814474013096,METAL_LOSS,16538.67,16583.271,10.05,9.583333333333334,35.0,24.0,-11.0,-1.5714285714285714,0.67,2.5,1.83,0.26142857142857145,2.01,3.3,1.29,0.1842857142857143,False
706,1402,0.7370940525588545,METAL_LOSS,16620.54,16663.432,6.933333333333334,7.016666666666667,10.0,20.0,10.0,1.4285714285714286,2.05,5.6,3.55,0.5071428571428571,2.21,4.7,2.49,0.35571428571428576,False
702,1403,0.7668626094975052,METAL_LOSS,16618.79,16663.53,5.333333333333333,4.466666666666667,12.0,21.0,9.0,1.2857142857142858,0.94,2.2,1.2600000000000002,0.18000000000000002,0.59,2.5,1.9100000000000001,0.27285714285714285,False
707,1405,0.863148444499906,METAL_LOSS,16620.57,16665.262,6.366666666666666,6.916666666666667,16.0,15.0,-1.0,-0.14285714285714285,0.71,2.4,1.69,0.2414285714285714,1.73,2.1,0.3700000000000001,0.05285714285714287,False
711,1408,0.856529306094289,METAL_LOSS,16699.09,16743.871,8.216666666666667,7.766666666666667,13.0,24.0,11.0,1.5714285714285714,0.94,2.2,1.2600000000000002,0.18000000000000002,3.11,2.7,-0.4099999999999997,-0.05857142857142853,False
718,1409,0.8255403055527487,METAL_LOSS,16700.78,16743.967,3.55,3.65,22.0,23.0,1.0,0.14285714285714285,1.3,2.0,0.7,0.09999999999999999,4.84,2.2,-2.6399999999999997,-0.3771428571428571,False
721,1410,0.7501545783170902,METAL_LOSS,16700.81,16744.035,2.283333333333333,1.6666666666666665,12.0,15.0,3.0,0.42857142857142855,0.98,1.9,0.9199999999999999,0.13142857142857142,4.61,2.5,-2.1100000000000003,-0.3014285714285715,False
713,1414,0.8306844634320506,METAL_LOSS,16699.1,16744.872,4.283333333333333,4.2,17.0,34.0,17.0,2.4285714285714284,0.67,0.7,0.029999999999999916,0.004285714285714274,4.25,1.9,-2.35,-0.33571428571428574,True
719,1415,0.7515541398090256,METAL_LOSS,16700.8,16745.39,4.9,4.566666666666666,45.0,29.0,-16.0,-2.2857142857142856,0.87,8.6,7.7299999999999995,1.1042857142857143,3.98,15.1,11.12,1.5885714285714285,False
722,1416,0.6572908859240779,METAL_LOSS,16700.83,16745.561,7.033333333333333,1.7666666666666666,13.0,22.0,9.0,1.2857142857142858,0.91,1.2,0.2899999999999999,0.04142857142857142,1.77,1.7,-0.07000000000000006,-0.010000000000000009,False
728,1421,0.735058026470336,METAL_LOSS,16780.77,16824.321,3.6666666666666665,3.3833333333333333,13.0,20.0,7.0,1.0,0.51,18.5,17.99,2.57,1.34,6.8,5.46,0.78,False
727,1422,0.5263159830927503,METAL_LOSS,16780.45,16824.8,4.033333333333333,6.083333333333333,10.0,20.0,10.0,1.4285714285714286,0.32,2.6,2.2800000000000002,0.32571428571428573,0.63,3.5,2.87,0.41000000000000003,False
770,1479,0.8344942771834319,CLUSTER,18203.47,18250.587,5.866666666666667,5.366666666666666,28.0,23.0,-5.0,-0.7142857142857143,1.69,1.9,0.20999999999999996,0.029999999999999995,6.41,2.8,-3.6100000000000003,-0.5157142857142858,False
774,1482,0.8416064027785226,METAL_LOSS,18213.52,18260.607,5.066666666666666,5.5,10.0,25.0,15.0,2.142857142857143,1.5,3.1,1.6,0.2285714285714286,2.28,2.6,0.3200000000000003,0.045714285714285756,True
782,1490,0.7665245494484164,METAL_LOSS,18453.36,18501.375,6.6,6.033333333333333,23.0,42.0,19.0,2.7142857142857144,0.55,2.7,2.1500000000000004,0.3071428571428572,1.1,2.7,1.6,0.2285714285714286,True
908,1603,0.6693594723511301,CLUSTER,21382.4,21392.329,5.916666666666667,6.783333333333333,38.0,41.0,3.0,0.42857142857142855,3.3,5.6,2.3,0.32857142857142857,8.57,2.4,-6.17,-0.8814285714285715,False
1013,1697,0.6417744402985651,METAL_LOSS,23008.54,23031.68,6.316666666666666,6.5,16.0,16.0,0.0,0.0,0.55,3.4,2.8499999999999996,0.4071428571428571,1.1,2.9,1.7999999999999998,0.2571428571428571,False
1040,1699,0.5032291666665455,METAL_LOSS,23040.57,23065.256,4.616666666666667,5.133333333333334,20.0,17.0,-3.0,-0.42857142857142855,1.85,6.4,4.550000000000001,0.6500000000000001,2.4,4.2,1.8000000000000003,0.2571428571428572,False
1042,1700,0.5606400497513702,METAL_LOSS,23053.14,23066.555,5.35,5.05,37.0,16.0,-21.0,-3.0,0.67,4.0,3.33,0.4757142857142857,1.1,1.1,0.0,0.0,False
1043,1703,0.6139466524605522,METAL_LOSS,23060.55,23074.695,7.283333333333333,7.666666666666667,10.0,14.0,4.0,0.5714285714285714,0.32,4.2,3.8800000000000003,0.5542857142857144,0.71,1.7,0.99,0.14142857142857143,False
1044,1706,0.6257641222173074,METAL_LOSS,23063.48,23078.442,3.5666666666666664,4.066666666666666,12.0,14.0,2.0,0.2857142857142857,0.39,6.0,5.61,0.8014285714285715,0.67,2.4,1.73,0.24714285714285714,False
1045,1718,0.511881626113039,METAL_LOSS,23074.6,23088.678,3.65,4.216666666666667,10.0,20.0,10.0,1.4285714285714286,0.39,15.5,15.11,2.1585714285714284,0.63,4.0,3.37,0.48142857142857143,False
1134,1874,0.5431784227040318,METAL_LOSS,25525.05,25551.125,6.5,3.1333333333333333,10.0,28.0,18.0,2.5714285714285716,0.75,1.3,0.55,0.07857142857142858,1.26,1.3,0.040000000000000036,0.0057142857142857195,True
1192,1953,0.5581984613476378,METAL_LOSS,26969.94,26973.173,4.066666666666666,5.65,14.0,50.0,36.0,5.142857142857143,0.55,7.7,7.15,1.0214285714285716,0.75,10.9,10.15,1.45,True
1195,1954,0.6264761012530508,METAL_LOSS,26970.74,26973.337,2.8,9.1,24.0,30.0,6.0,0.8571428571428571,0.51,1.1,0.5900000000000001,0.0842857142857143,1.02,1.6,0.5800000000000001,0.08285714285714287,False
1217,1980,0.681848902076684,METAL_LOSS,27356.48,27351.621,5.833333333333333,5.833333333333333,11.0,27.0,16.0,2.2857142857142856,0.51,8.2,7.6899999999999995,1.0985714285714285,1.14,5.1,3.96,0.5657142857142857,True
1290,2086,0.8207862033636582,METAL_LOSS,29249.68,29241.407,3.9833333333333334,4.083333333333333,31.0,25.0,-6.0,-0.8571428571428571,0.67,7.6,6.93,0.99,3.74,4.4,0.6600000000000001,0.0942857142857143,False
