run1_idx,run2_idx,joint_number,run1_distance,run2_distance,offset
86.0,150.0,480.0,1159.23,1163.094,3.8640000000000327
88.0,163.0,490.0,1199.28,1203.35,4.069999999999936
93.0,191.0,500.0,1239.25,1243.399,4.148999999999887
104.0,192.0,510.0,1279.23,1283.599,4.3689999999999145
110.0,193.0,520.0,1319.26,1323.615,4.355000000000018
118.0,194.0,530.0,1359.29,1363.829,4.538999999999987
143.0,195.0,540.0,1399.29,1403.852,4.5620000000001255
168.0,196.0,550.0,1439.23,1444.098,4.867999999999938
181.0,202.0,560.0,1474.28,1479.094,4.814000000000078
190.0,203.0,570.0,1514.27,1519.318,5.048000000000002
195.0,204.0,580.0,1554.3,1559.331,5.030999999999949
205.0,205.0,590.0,1594.3,1599.534,5.234000000000151
211.0,206.0,600.0,1634.4,1639.711,5.310999999999922
216.0,209.0,610.0,1674.51,1679.872,5.36200000000008
219.0,215.0,620.0,1714.51,1720.016,5.5060000000000855
220.0,216.0,630.0,1754.45,1760.164,5.713999999999942
222.0,217.0,640.0,1794.43,1800.233,5.802999999999884
223.0,219.0,650.0,1821.46,1827.454,5.9939999999999145
224.0,220.0,660.0,1861.47,1867.438,5.968000000000075
225.0,222.0,670.0,1901.36,1907.615,6.255000000000109
226.0,223.0,680.0,1940.19,1946.44,6.25
227.0,224.0,690.0,1980.16,1986.66,6.5
228.0,225.0,700.0,2020.22,2026.686,6.4659999999998945
229.0,226.0,710.0,2060.32,2066.978,6.657999999999902
230.0,232.0,720.0,2100.43,2107.001,6.571000000000367
247.0,249.0,730.0,2140.46,2147.28,6.820000000000164
259.0,263.0,740.0,2180.5,2187.316,6.8159999999998035
267.0,274.0,750.0,2220.57,2227.552,6.981999999999971
292.0,289.0,760.0,2260.38,2267.425,7.045000000000073
304.0,308.0,770.0,2300.45,2307.736,7.286000000000058
308.0,312.0,780.0,2310.84,2318.048,7.207999999999629
309.0,315.0,790.0,2350.86,2358.294,7.433999999999742
311.0,317.0,800.0,2365.92,2373.494,7.574000000000069
313.0,326.0,810.0,2389.72,2397.247,7.527000000000044
314.0,327.0,820.0,2429.86,2437.32,7.460000000000036
315.0,328.0,830.0,2469.96,2477.585,7.625
316.0,329.0,840.0,2510.05,2517.612,7.561999999999898
317.0,330.0,850.0,2550.13,2557.89,7.7599999999997635
318.0,331.0,860.0,2590.23,2597.992,7.762000000000171
319.0,332.0,870.0,2630.32,2638.248,7.927999999999884
320.0,333.0,880.0,2670.39,2678.34,7.950000000000273
321.0,334.0,890.0,2710.45,2718.55,8.100000000000364
322.0,335.0,900.0,2750.53,2758.642,8.111999999999625
323.0,336.0,910.0,2790.6,2798.875,8.275000000000091
324.0,337.0,920.0,2830.64,2838.881,8.240999999999985
325.0,340.0,930.0,2870.64,2879.088,8.44800000000032
327.0,342.0,940.0,2878.92,2887.808,8.88799999999992
328.0,344.0,950.0,2909.7,2918.661,8.96100000000024
329.0,346.0,960.0,2949.73,2959.016,9.286000000000058
331.0,348.0,970.0,2989.67,2998.999,9.328999999999724
341.0,349.0,980.0,3029.46,3038.99,9.529999999999745
362.0,351.0,990.0,3069.45,3079.016,9.566000000000258
364.0,353.0,1000.0,3109.4,3119.173,9.772999999999683
365.0,355.0,1010.0,3147.83,3157.615,9.784999999999854
366.0,358.0,1020.0,3187.86,3197.848,9.987999999999829
367.0,359.0,1030.0,3227.9,3237.874,9.973999999999705
368.0,361.0,1040.0,3267.93,3278.153,10.222999999999956
369.0,364.0,1050.0,3307.98,3318.268,10.288000000000011
372.0,367.0,1060.0,3348.1,3358.632,10.532000000000153
373.0,368.0,1070.0,3388.15,3398.691,10.540999999999713
376.0,380.0,1080.0,3428.16,3438.924,10.764000000000124
377.0,381.0,1090.0,3468.12,3478.907,10.787000000000262
378.0,384.0,1100.0,3508.11,3519.14,11.029999999999745
379.0,385.0,1110.0,3548.05,3559.19,11.139999999999873
380.0,387.0,1120.0,3588.09,3599.577,11.48700000000008
381.0,389.0,1130.0,3628.09,3639.669,11.578999999999724
382.0,390.0,1140.0,3668.09,3679.925,11.835000000000036
383.0,391.0,1150.0,3708.03,3719.918,11.88799999999992
384.0,392.0,1160.0,3742.6,3754.76,12.16000000000031
385.0,393.0,1170.0,3782.11,3794.413,12.302999999999884
386.0,394.0,1180.0,3822.05,3834.682,12.631999999999607
387.0,395.0,1190.0,3862.02,3874.675,12.6550000000002
388.0,396.0,1200.0,3901.98,3914.888,12.907999999999902
389.0,399.0,1210.0,3941.95,3954.915,12.965000000000146
390.0,400.0,1220.0,3981.92,3995.279,13.358999999999924
391.0,402.0,1230.0,4021.85,4035.348,13.498000000000047
392.0,403.0,1240.0,4061.77,4075.758,13.987999999999829
393.0,407.0,1250.0,4089.87,4103.93,14.0600000000004
394.0,408.0,1260.0,4129.81,4144.272,14.461999999999534
395.0,410.0,1270.0,4169.72,4184.344,14.623999999999796
396.0,411.0,1280.0,4209.61,4224.61,15.0
397.0,412.0,1290.0,4249.57,4264.659,15.088999999999942
398.0,413.0,1300.0,4289.56,4304.892,15.331999999999425
399.0,416.0,1310.0,4329.71,4345.016,15.305999999999585
400.0,418.0,1320.0,4369.88,4385.328,15.44800000000032
401.0,419.0,1330.0,4409.94,4425.41,15.470000000000255
402.0,423.0,1340.0,4450.01,4465.666,15.655999999999949
403.0,425.0,1350.0,4490.05,4505.659,15.608999999999469
404.0,430.0,1360.0,4530.09,4545.915,15.824999999999818
406.0,434.0,1370.0,4570.15,4585.961,15.811000000000604
408.0,439.0,1380.0,4610.18,4626.175,15.99499999999989
409.0,441.0,1390.0,4650.21,4666.155,15.944999999999709
410.0,442.0,1400.0,4690.15,4706.312,16.162000000000262
411.0,444.0,1410.0,4730.12,4746.339,16.21900000000005
412.0,445.0,1420.0,4770.09,4786.608,16.51800000000003
413.0,446.0,1430.0,4810.08,4826.601,16.52099999999973
414.0,448.0,1440.0,4850.01,4866.811,16.800999999999476
415.0,449.0,1450.0,4890.05,4906.837,16.787000000000262
416.0,454.0,1460.0,4918.04,4934.977,16.936999999999898
418.0,455.0,1470.0,4957.91,4974.915,17.00500000000011
419.0,459.0,1480.0,4997.71,5014.777,17.067000000000007
421.0,462.0,1490.0,5034.22,5051.453,17.233000000000175
422.0,463.0,1500.0,5074.25,5091.473,17.222999999999956
423.0,464.0,1510.0,5104.73,5122.129,17.399000000000342
424.0,465.0,1520.0,5144.75,5162.129,17.378999999999905
425.0,466.0,1530.0,5184.86,5202.421,17.561000000000604
427.0,468.0,1540.0,5223.59,5241.112,17.521999999999935
428.0,469.0,1550.0,5263.65,5281.358,17.70800000000054
431.0,476.0,1560.0,5303.53,5321.371,17.84100000000035
433.0,508.0,1570.0,5343.56,5361.64,18.079999999999927
451.0,528.0,1580.0,5383.67,5401.709,18.03899999999976
452.0,531.0,1590.0,5423.7,5441.942,18.24200000000019
453.0,534.0,1600.0,5446.59,5464.879,18.28899999999976
456.0,540.0,1610.0,5486.66,5504.948,18.288000000000466
457.0,541.0,1620.0,5526.72,5545.246,18.52599999999984
458.0,542.0,1630.0,5549.67,5568.114,18.443999999999505
459.0,543.0,1640.0,5589.75,5608.422,18.67199999999957
460.0,544.0,1650.0,5605.04,5623.77,18.730000000000473
461.0,546.0,1660.0,5645.08,5663.783,18.70300000000043
462.0,547.0,1670.0,5685.11,5704.072,18.962000000000444
463.0,548.0,1680.0,5725.11,5744.088,18.978000000000065
464.0,551.0,1690.0,5751.59,5770.673,19.08299999999963
465.0,553.0,1700.0,5791.63,5810.689,19.059000000000196
467.0,556.0,1710.0,5831.64,5850.922,19.281999999999243
468.0,557.0,1720.0,5871.65,5890.948,19.298000000000684
469.0,559.0,1730.0,5911.65,5931.27,19.6200000000008
470.0,561.0,1740.0,5951.63,5971.417,19.787000000000262
471.0,562.0,1750.0,5991.61,6011.706,20.09600000000046
472.0,566.0,1760.0,6031.65,6051.742,20.092000000000553
473.0,567.0,1770.0,6068.56,6088.871,20.310999999999694
474.0,568.0,1780.0,6108.59,6128.885,20.295000000000073
475.0,569.0,1790.0,6148.61,6169.108,20.498000000000502
476.0,570.0,1800.0,6188.61,6209.101,20.490999999999985
477.0,572.0,1810.0,6228.63,6249.38,20.75
478.0,574.0,1820.0,6268.74,6289.528,20.788000000000466
479.0,576.0,1830.0,6308.97,6329.902,20.93199999999979
480.0,577.0,1840.0,6349.05,6370.016,20.96599999999944
481.0,579.0,1850.0,6389.1,6410.272,21.17199999999957
482.0,580.0,1860.0,6408.47,6429.573,21.103000000000065
483.0,585.0,1870.0,6448.38,6469.754,21.373999999999796
484.0,589.0,1880.0,6488.37,6509.747,21.377000000000407
485.0,592.0,1890.0,6528.36,6549.938,21.57800000000043
486.0,605.0,1900.0,6568.34,6589.941,21.600999999999658
487.0,606.0,1910.0,6608.32,6630.154,21.834000000000742
488.0,607.0,1920.0,6648.28,6670.148,21.868000000000393
489.0,611.0,1930.0,6688.26,6710.384,22.123999999999796
490.0,612.0,1940.0,6728.16,6750.322,22.162000000000262
491.0,613.0,1950.0,6768.1,6790.528,22.427999999999884
492.0,616.0,1960.0,6800.01,6822.477,22.466999999999643
493.0,617.0,1970.0,6839.98,6862.73,22.75
494.0,619.0,1980.0,6860.61,6883.323,22.713000000000648
495.0,624.0,1990.0,6900.58,6923.57,22.98999999999978
498.0,627.0,2000.0,6940.56,6963.648,23.087999999999738
501.0,631.0,2010.0,6980.48,7003.783,23.303000000000793
502.0,633.0,2020.0,7013.31,7036.673,23.362999999999374
504.0,634.0,2030.0,7053.25,7076.916,23.666000000000167
505.0,635.0,2040.0,7093.24,7116.932,23.692000000000007
506.0,641.0,2050.0,7133.2,7157.156,23.95600000000013
507.0,642.0,2060.0,7173.17,7197.172,24.001999999999498
508.0,643.0,2070.0,7213.06,7237.395,24.335000000000036
509.0,644.0,2080.0,7253.1,7277.539,24.438999999999396
510.0,645.0,2090.0,7293.07,7317.677,24.60699999999997
513.0,649.0,2100.0,7333.11,7357.779,24.66900000000078
514.0,651.0,2110.0,7373.12,7398.035,24.914999999999964
515.0,652.0,2120.0,7413.01,7438.028,25.01800000000003
516.0,654.0,2130.0,7452.96,7478.209,25.248999999999796
517.0,656.0,2140.0,7492.89,7518.245,25.354999999999563
518.0,657.0,2150.0,7532.87,7558.501,25.631000000000313
519.0,659.0,2160.0,7572.84,7598.504,25.66399999999976
520.0,665.0,2170.0,7612.71,7638.806,26.09599999999955
525.0,697.0,2180.0,7652.58,7678.904,26.324000000000524
526.0,699.0,2190.0,7692.53,7719.337,26.8070000000007
527.0,700.0,2200.0,7732.39,7759.528,27.13799999999992
528.0,702.0,2210.0,7772.29,7799.803,27.51299999999992
529.0,706.0,2220.0,7783.18,7810.676,27.496000000000095
530.0,707.0,2230.0,7823.12,7850.725,27.605000000000473
531.0,714.0,2240.0,7863.12,7890.958,27.837999999999738
532.0,715.0,2250.0,7903.06,7931.007,27.946999999999207
533.0,716.0,2260.0,7942.72,7971.188,28.467999999999847
534.0,718.0,2270.0,7982.61,8011.411,28.801000000000386
535.0,720.0,2280.0,8022.5,8051.841,29.34100000000035
536.0,721.0,2290.0,8062.45,8091.932,29.48199999999997
537.0,722.0,2300.0,8102.44,8132.146,29.70600000000013
538.0,723.0,2310.0,8142.43,8172.172,29.74199999999928
539.0,724.0,2320.0,8182.43,8212.405,29.975000000000364
540.0,726.0,2330.0,8222.36,8252.408,30.047999999998865
541.0,727.0,2340.0,8262.31,8292.644,30.334000000000742
542.0,729.0,2350.0,8302.32,8332.69,30.3700000000008
543.0,730.0,2360.0,8342.32,8372.904,30.584000000000742
544.0,731.0,2370.0,8382.27,8412.917,30.646999999999025
546.0,732.0,2380.0,8422.32,8453.317,30.99699999999939
547.0,733.0,2390.0,8447.44,8478.458,31.01800000000003
548.0,735.0,2400.0,8487.44,8518.694,31.253999999998996
549.0,737.0,2410.0,8527.47,8558.825,31.355000000001382
550.0,738.0,2420.0,8567.45,8598.999,31.54899999999907
551.0,739.0,2430.0,8607.42,8638.993,31.57300000000032
552.0,743.0,2440.0,8647.32,8679.259,31.939000000000306
553.0,746.0,2450.0,8686.05,8717.995,31.945000000001528
555.0,749.0,2460.0,8725.97,8758.228,32.25799999999981
556.0,750.0,2470.0,8765.89,8798.222,32.332000000000335
557.0,752.0,2480.0,8805.81,8838.533,32.722999999999956
558.0,760.0,2490.0,8845.69,8878.425,32.73499999999876
559.0,761.0,2500.0,8885.64,8918.652,33.012000000000626
562.0,764.0,2510.0,8925.56,8958.599,33.03900000000067
563.0,765.0,2520.0,8963.32,8996.68,33.36000000000058
564.0,767.0,2530.0,9003.4,9036.857,33.457000000000335
565.0,768.0,2540.0,9043.4,9077.192,33.79199999999946
566.0,769.0,2550.0,9083.38,9117.224,33.84400000000096
567.0,772.0,2560.0,9123.35,9157.484,34.134000000000015
568.0,773.0,2570.0,9163.29,9197.477,34.1869999999999
569.0,777.0,2580.0,9203.22,9237.71,34.48999999999978
570.0,779.0,2590.0,9243.19,9277.759,34.568999999999505
571.0,781.0,2600.0,9283.21,9318.015,34.80500000000029
573.0,784.0,2610.0,9323.26,9358.196,34.935999999999694
574.0,785.0,2620.0,9363.32,9398.517,35.197000000000116
575.0,786.0,2630.0,9403.23,9438.609,35.379000000000815
577.0,788.0,2640.0,9414.71,9449.938,35.228000000000975
578.0,811.0,2650.0,9454.77,9490.161,35.39099999999962
579.0,812.0,2660.0,9471.61,9507.274,35.66399999999885
581.0,814.0,2670.0,9492.12,9527.835,35.71499999999833
582.0,816.0,2680.0,9532.22,9568.114,35.89400000000023
583.0,819.0,2690.0,9572.29,9608.248,35.95799999999872
584.0,822.0,2700.0,9612.32,9648.55,36.22999999999956
585.0,825.0,2710.0,9652.34,9688.684,36.34399999999914
586.0,826.0,2720.0,9688.93,9725.354,36.42399999999907
587.0,828.0,2730.0,9728.98,9765.423,36.44300000000112
588.0,829.0,2740.0,9768.99,9805.614,36.623999999999796
590.0,831.0,2750.0,9777.36,9814.134,36.77399999999943
591.0,832.0,2760.0,9792.35,9829.226,36.876000000000204
592.0,834.0,2770.0,9832.35,9869.36,37.01000000000022
593.0,839.0,2780.0,9869.99,9907.32,37.32999999999993
594.0,840.0,2790.0,9910.0,9947.346,37.34599999999955
595.0,842.0,2800.0,9949.99,9987.592,37.60200000000077
596.0,843.0,2810.0,9989.97,10027.575,37.60500000000138
597.0,844.0,2820.0,10029.99,10067.785,37.79500000000007
598.0,846.0,2830.0,10070.24,10108.022,37.78200000000106
599.0,849.0,2840.0,10110.48,10148.504,38.02400000000125
600.0,852.0,2850.0,10123.92,10161.969,38.04899999999907
601.0,858.0,2860.0,10163.9,10202.014,38.11399999999958
603.0,863.0,2870.0,10203.94,10242.503,38.5630000000001
604.0,864.0,2880.0,10243.98,10282.746,38.76599999999962
605.0,865.0,2890.0,10284.03,10323.176,39.14599999999882
606.0,866.0,2900.0,10324.04,10363.238,39.1979999999985
607.0,867.0,2910.0,10364.04,10403.448,39.40799999999945
608.0,868.0,2920.0,10384.56,10423.888,39.32800000000134
611.0,877.0,2930.0,10424.46,10464.101,39.64100000000144
613.0,879.0,2940.0,10464.47,10504.114,39.64400000000023
614.0,882.0,2950.0,10504.41,10544.373,39.96299999999974
616.0,888.0,2960.0,10544.42,10584.4,39.97999999999956
622.0,895.0,2970.0,10584.42,10624.797,40.37700000000041
625.0,900.0,2980.0,10624.41,10664.734,40.324000000000524
626.0,902.0,2990.0,10664.32,10705.0,40.68000000000029
627.0,903.0,3000.0,10704.25,10744.993,40.74300000000039
628.0,904.0,3010.0,10742.98,10783.993,41.01300000000083
630.0,907.0,3020.0,10762.72,10803.701,40.98099999999977
631.0,910.0,3030.0,10802.85,10844.173,41.32300000000032
632.0,914.0,3040.0,10842.83,10884.232,41.402000000000044
633.0,915.0,3050.0,10882.82,10924.511,41.69100000000071
634.0,916.0,3060.0,10922.74,10964.505,41.76499999999942
635.0,917.0,3070.0,10962.69,11004.708,42.01800000000003
636.0,918.0,3080.0,11002.66,11044.678,42.01800000000003
637.0,920.0,3090.0,11042.63,11084.888,42.25800000000163
639.0,922.0,3100.0,11082.6,11124.872,42.271999999999025
640.0,923.0,3110.0,11122.54,11165.039,42.498999999999796
641.0,924.0,3120.0,11162.41,11204.957,42.54700000000048
642.0,925.0,3130.0,11202.37,11245.148,42.77799999999843
643.0,926.0,3140.0,11242.31,11285.151,42.84100000000035
644.0,928.0,3150.0,11282.22,11325.331,43.111000000000786
645.0,930.0,3160.0,11322.21,11365.348,43.13800000000083
646.0,931.0,3170.0,11362.19,11405.538,43.347999999999956
647.0,933.0,3180.0,11402.14,11445.617,43.47700000000077
648.0,934.0,3190.0,11442.11,11485.909,43.79899999999907
649.0,940.0,3200.0,11482.02,11525.978,43.95799999999872
650.0,941.0,3210.0,11521.94,11566.211,44.27099999999882
651.0,942.0,3220.0,11561.92,11606.348,44.427999999999884
652.0,943.0,3230.0,11601.23,11645.869,44.63900000000103
653.0,945.0,3240.0,11641.02,11685.709,44.689000000000306
654.0,946.0,3250.0,11680.96,11725.919,44.95900000000074
655.0,951.0,3260.0,11720.88,11765.915,45.03500000000167
656.0,953.0,3270.0,11760.82,11806.148,45.32799999999952
657.0,954.0,3280.0,11800.88,11846.276,45.39600000000064
658.0,955.0,3290.0,11840.74,11886.519,45.77900000000045
659.0,957.0,3300.0,11880.7,11926.588,45.88799999999901
660.0,959.0,3310.0,11920.74,11966.814,46.074000000000524
661.0,961.0,3320.0,11960.71,12006.808,46.098000000001775
662.0,966.0,3330.0,12000.69,12047.041,46.35099999999875
663.0,967.0,3340.0,12040.63,12087.001,46.371000000001004
664.0,968.0,3350.0,12080.55,12127.215,46.66500000000087
665.0,973.0,3360.0,12120.5,12167.185,46.68499999999949
666.0,974.0,3370.0,12160.45,12207.398,46.9479999999985
668.0,978.0,3380.0,12200.4,12247.411,47.01100000000042
669.0,981.0,3390.0,12240.32,12287.733,47.413000000000466
670.0,982.0,3400.0,12280.29,12327.999,47.70899999999892
671.0,983.0,3410.0,12320.26,12368.301,48.04099999999926
672.0,986.0,3420.0,12360.22,12408.337,48.11700000000019
674.0,995.0,3430.0,12393.72,12442.031,48.31100000000151
675.0,1007.0,3440.0,12433.63,12482.077,48.447000000000116
676.0,1011.0,3450.0,12473.56,12522.172,48.61200000000099
677.0,1013.0,3460.0,12513.51,12562.185,48.67499999999927
678.0,1018.0,3470.0,12553.39,12602.411,49.02100000000064
679.0,1019.0,3480.0,12581.14,12630.131,48.990999999999985
680.0,1021.0,3490.0,12621.19,12670.335,49.14499999999862
682.0,1023.0,3500.0,12634.45,12683.547,49.09699999999975
683.0,1028.0,3510.0,12663.2,12712.287,49.086999999999534
684.0,1033.0,3520.0,12703.06,12752.3,49.23999999999978
685.0,1035.0,3530.0,12742.98,12792.523,49.542999999999665
686.0,1036.0,3540.0,12782.96,12832.559,49.59900000000016
687.0,1037.0,3550.0,12822.92,12872.74,49.81999999999971
689.0,1039.0,3570.0,12902.81,12912.874,10.064000000000306
690.0,1040.0,3580.0,12942.84,12952.946,10.105999999999767
691.0,1045.0,3590.0,12982.69,12992.982,10.291999999999462
692.0,1046.0,3600.0,13018.42,13033.13,14.709999999999127
693.0,1050.0,3610.0,13058.31,13068.868,10.558000000000902
694.0,1051.0,3620.0,13098.3,13109.101,10.801000000001295
695.0,1052.0,3630.0,13138.29,13149.108,10.817999999999302
699.0,1053.0,3640.0,13178.28,13189.386,11.105999999999767
700.0,1056.0,3650.0,13218.22,13229.432,11.212000000001353
701.0,1057.0,3660.0,13258.21,13269.623,11.413000000000466
702.0,1058.0,3670.0,13298.08,13309.705,11.625
703.0,1059.0,3680.0,13338.04,13349.895,11.854999999999563
704.0,1060.0,3690.0,13378.0,13389.898,11.897999999999229
706.0,1067.0,3700.0,13393.08,13430.112,37.03199999999924
708.0,1069.0,3710.0,13433.1,13445.292,12.191999999999098
709.0,1071.0,3720.0,13473.1,13485.449,12.34900000000016
710.0,1072.0,3730.0,13513.06,13525.659,12.59900000000016
711.0,1073.0,3740.0,13553.08,13565.719,12.638999999999214
712.0,1074.0,3750.0,13593.14,13606.043,12.903000000000247
713.0,1075.0,3760.0,13630.69,13646.132,15.441999999999098
714.0,1079.0,3770.0,13669.57,13684.049,14.479000000001179
715.0,1080.0,3780.0,13709.48,13723.045,13.56500000000051
716.0,1081.0,3790.0,13733.76,13763.258,29.497999999999593
717.0,1082.0,3800.0,13773.69,13787.523,13.83299999999872
718.0,1083.0,3810.0,13813.67,13827.74,14.069999999999709
720.0,1084.0,3820.0,13853.66,13867.785,14.125
721.0,1093.0,3830.0,13893.67,13907.989,14.318999999999505
722.0,1094.0,3840.0,13933.62,13948.045,14.424999999999272
723.0,1095.0,3850.0,13944.89,13988.238,43.347999999999956
724.0,1096.0,3860.0,13984.76,13999.413,14.653000000000247
725.0,1099.0,3870.0,14011.82,14039.659,27.838999999999942
727.0,1100.0,3880.0,14026.52,14066.778,40.25799999999981
728.0,1102.0,3890.0,14039.38,14081.283,41.90300000000025
729.0,1103.0,3900.0,14079.39,14094.098,14.708000000000538
730.0,1110.0,3910.0,14119.36,14134.386,15.02599999999984
731.0,1111.0,3920.0,14159.41,14174.39,14.979999999999563
733.0,1113.0,3930.0,14174.14,14214.583,40.44300000000112
734.0,1115.0,3940.0,14196.75,14230.112,33.36199999999917
735.0,1116.0,3950.0,14236.85,14252.726,15.876000000000204
736.0,1117.0,3960.0,14277.08,14292.874,15.793999999999869
737.0,1127.0,3970.0,14317.04,14333.281,16.240999999999985
738.0,1129.0,3980.0,14356.99,14373.33,16.340000000000146
739.0,1131.0,3990.0,14397.0,14413.576,16.575999999999112
740.0,1132.0,4000.0,14437.0,14453.602,16.60200000000077
741.0,1133.0,4010.0,14477.02,14493.891,16.870999999999185
742.0,1134.0,4020.0,14516.97,14533.983,17.01300000000083
743.0,1135.0,4030.0,14557.02,14574.216,17.195999999999913
744.0,1139.0,4040.0,14597.01,14614.327,17.316999999999098
745.0,1140.0,4050.0,14637.01,14654.652,17.641999999999825
746.0,1144.0,4060.0,14677.04,14694.688,17.64799999999923
748.0,1147.0,4080.0,14721.78,14734.944,13.16399999999885
749.0,1148.0,4090.0,14751.47,14741.844,-9.626000000000204
750.0,1150.0,4100.0,14757.51,14779.826,22.315999999998894
751.0,1175.0,4110.0,14797.06,14809.695,12.635000000000218
752.0,1180.0,4120.0,14837.09,14855.331,18.240999999999985
753.0,1181.0,4130.0,14877.13,14895.509,18.379000000000815
755.0,1182.0,4150.0,14902.3,14935.623,33.32300000000032
758.0,1187.0,4160.0,14942.17,14941.68,-0.4899999999997817
770.0,1204.0,4190.0,14952.69,14960.876,8.185999999999694
772.0,1217.0,4200.0,14965.88,15001.115,35.23500000000058
773.0,1220.0,4210.0,15005.81,15004.098,-1.7119999999995343
776.0,1254.0,4220.0,15045.75,15065.039,19.28900000000067
786.0,1270.0,4230.0,15085.66,15105.056,19.39600000000064
788.0,1289.0,4240.0,15125.56,15145.279,19.71900000000096
789.0,1293.0,4250.0,15165.45,15185.384,19.933999999999287
790.0,1297.0,4260.0,15205.28,15225.486,20.20600000000013
791.0,1302.0,4270.0,15244.57,15265.39,20.81999999999971
792.0,1307.0,4280.0,15255.45,15304.934,49.48399999999856
795.0,1311.0,4300.0,15274.9,15315.86,40.960000000000946
797.0,1312.0,4310.0,15291.49,15325.833,34.34300000000076
799.0,1314.0,4320.0,15300.06,15335.797,35.73700000000099
800.0,1315.0,4330.0,15320.52,15352.431,31.911000000000058
802.0,1317.0,4340.0,15332.91,15360.951,28.040999999999258
804.0,1318.0,4350.0,15345.9,15381.522,35.62200000000121
806.0,1321.0,4360.0,15354.94,15393.717,38.777000000000044
808.0,1324.0,4370.0,15366.89,15406.719,39.82899999999972
813.0,1331.0,4400.0,15443.34,15428.228,-15.11200000000099
814.0,1335.0,4410.0,15483.48,15480.758,-2.7219999999997526
815.0,1336.0,4420.0,15523.62,15506.161,-17.459000000000742
816.0,1338.0,4430.0,15563.57,15546.545,-17.024999999999636
818.0,1342.0,4440.0,15603.59,15586.683,-16.906999999999243
819.0,1343.0,4450.0,15643.63,15626.919,-16.71099999999933
820.0,1346.0,4460.0,15683.66,15666.955,-16.704999999999927
822.0,1347.0,4470.0,15723.64,15707.274,-16.365999999999985
823.0,1350.0,4480.0,15763.51,15747.346,-16.16400000000067
824.0,1352.0,4490.0,15803.52,15787.569,-15.951000000000931
825.0,1353.0,4500.0,15838.3,15827.546,-10.753999999998996
826.0,1354.0,4510.0,15878.27,15867.799,-10.470999999999549
827.0,1355.0,4520.0,15918.28,15902.585,-15.695000000001528
829.0,1357.0,4530.0,15958.36,15942.841,-15.519000000000233
830.0,1362.0,4540.0,15998.39,15982.999,-15.390999999999622
833.0,1368.0,4550.0,16038.27,16023.343,-14.92699999999968
834.0,1371.0,4560.0,16077.27,16063.399,-13.871000000001004
835.0,1374.0,4570.0,16117.25,16103.593,-13.656999999999243
836.0,1375.0,4580.0,16157.19,16142.612,-14.578000000001339
837.0,1376.0,4590.0,16197.17,16182.953,-14.217000000000553
838.0,1378.0,4600.0,16237.12,16223.068,-14.052000000001499
