run1_idx,run2_idx,confidence,event_type,run1_distance,run2_distance,run1_clock,run2_clock,depth_run1,depth_run2,depth_change,depth_growth_rate,length_run1,length_run2,length_change,length_growth_rate,width_run1,width_run2,width_change,width_growth_rate,is_critical
215,208,0.5898267307420897,CLUSTER,1674.51,1679.626,9.783333333333333,8.016666666666667,10.0,18.0,8.0,0.5333333333333333,5.08,3.3,-1.7800000000000002,-0.11866666666666668,12.73,3.2,-9.530000000000001,-0.6353333333333334,False
231,228,0.6042368887889441,METAL_LOSS,2104.45,2104.938,11.983333333333333,11.7,13.0,19.0,6.0,0.4,0.51,1.2,0.69,0.046,0.59,1.2,0.61,0.04066666666666666,False
232,233,0.5260983804629284,CLUSTER,2112.13,2111.266,11.9,11.95,10.0,19.0,9.0,0.6,2.84,2.0,-0.8399999999999999,-0.05599999999999999,2.81,0.8,-2.01,-0.13399999999999998,False
234,235,0.5570120934261316,METAL_LOSS,2114.25,2116.434,11.1,12.05,10.0,11.0,1.0,0.06666666666666667,1.34,4.2,2.8600000000000003,0.19066666666666668,0.79,1.3,0.51,0.034,False
233,236,0.5508594332309844,METAL_LOSS,2113.52,2118.222,6.7,12.033333333333333,14.0,19.0,5.0,0.3333333333333333,0.79,2.0,1.21,0.08066666666666666,0.71,1.1,0.3900000000000001,0.02600000000000001,False
237,239,0.7033935218517606,CLUSTER,2121.87,2130.22,12.733333333333333,11.883333333333333,11.0,13.0,2.0,0.13333333333333333,2.93,2.3,-0.6300000000000003,-0.04200000000000002,4.88,1.5,-3.38,-0.22533333333333333,False
236,240,0.6793824270160339,METAL_LOSS,2120.53,2130.256,12.816666666666666,12.966666666666667,10.0,23.0,13.0,0.8666666666666667,0.35,8.1,7.75,0.5166666666666667,0.71,2.4,1.69,0.11266666666666666,False
239,241,0.5516441239024559,METAL_LOSS,2124.09,2130.869,5.35,11.783333333333333,10.0,21.0,11.0,0.7333333333333333,0.71,4.4,3.6900000000000004,0.24600000000000002,0.71,2.6,1.8900000000000001,0.126,False
241,242,0.5209596095014817,CLUSTER,2126.98,2131.486,6.1,11.783333333333333,22.0,30.0,8.0,0.5333333333333333,1.81,3.3,1.4899999999999998,0.09933333333333332,2.98,2.6,-0.3799999999999999,-0.025333333333333326,False
240,243,0.5942870699095889,METAL_LOSS,2126.34,2132.188,6.05,11.933333333333334,11.0,28.0,17.0,1.1333333333333333,0.79,0.6,-0.19000000000000006,-0.01266666666666667,1.14,1.1,-0.039999999999999813,-0.0026666666666666544,False
242,244,0.5590038040225135,CLUSTER,2127.06,2133.848,6.966666666666667,11.783333333333333,11.0,35.0,24.0,1.6,2.38,0.5,-1.88,-0.12533333333333332,2.05,0.7,-1.3499999999999999,-0.09,False
243,245,0.8926437459828873,METAL_LOSS,2136.49,2141.998,12.0,11.85,15.0,17.0,2.0,0.13333333333333333,0.75,1.2,0.44999999999999996,0.029999999999999995,0.71,0.9,0.19000000000000006,0.01266666666666667,False
244,246,0.7276265423669818,CLUSTER,2137.77,2142.503,11.283333333333333,11.8,12.0,18.0,6.0,0.4,4.24,4.6,0.35999999999999943,0.023999999999999962,4.38,1.5,-2.88,-0.192,False
245,247,0.7663305279012097,METAL_LOSS,2139.38,2143.245,11.95,11.866666666666667,11.0,42.0,31.0,2.066666666666667,0.43,0.7,0.26999999999999996,0.018,0.71,0.8,0.09000000000000008,0.006000000000000005,True
248,250,0.7366015419455818,CLUSTER,2146.34,2150.925,11.983333333333333,11.483333333333333,10.0,11.0,1.0,0.06666666666666667,1.81,5.3,3.4899999999999998,0.23266666666666666,1.4,1.7,0.30000000000000004,0.020000000000000004,False
249,251,0.5704074610628154,METAL_LOSS,2148.19,2153.222,5.6,11.866666666666667,19.0,28.0,9.0,0.6,0.79,0.9,0.10999999999999999,0.007333333333333332,0.55,0.9,0.35,0.02333333333333333,False
250,252,0.555361047279677,METAL_LOSS,2150.44,2155.052,7.266666666666667,5.383333333333334,10.0,23.0,13.0,0.8666666666666667,0.71,1.0,0.29000000000000004,0.019333333333333334,0.71,0.8,0.09000000000000008,0.006000000000000005,False
251,255,0.6322008081615407,METAL_LOSS,2153.51,2159.675,6.65,11.983333333333333,15.0,15.0,0.0,0.0,0.91,1.9,0.9899999999999999,0.06599999999999999,0.91,1.5,0.59,0.03933333333333333,False
253,256,0.6146189984569392,METAL_LOSS,2159.58,2159.98,11.733333333333333,11.466666666666667,10.0,16.0,6.0,0.4,1.26,1.3,0.040000000000000036,0.002666666666666669,1.06,0.9,-0.16000000000000003,-0.010666666666666668,False
252,257,0.5863361086133672,METAL_LOSS,2157.49,2162.293,6.966666666666667,11.483333333333333,25.0,27.0,2.0,0.13333333333333333,0.71,0.7,-0.010000000000000009,-0.0006666666666666673,0.63,0.9,0.27,0.018000000000000002,False
256,260,0.5370422120091953,METAL_LOSS,2176.77,2175.748,12.066666666666666,11.966666666666667,14.0,14.0,0.0,0.0,0.59,2.5,1.9100000000000001,0.12733333333333335,0.79,1.4,0.6099999999999999,0.040666666666666657,False
255,261,0.5504704821216508,METAL_LOSS,2174.62,2180.295,6.516666666666667,11.333333333333334,12.0,19.0,7.0,0.4666666666666667,0.87,5.0,4.13,0.2753333333333333,0.91,0.8,-0.10999999999999999,-0.007333333333333332,False
260,264,0.8130616653411298,METAL_LOSS,2181.73,2188.773,5.283333333333333,4.65,12.0,32.0,20.0,1.3333333333333333,1.61,1.1,-0.51,-0.034,0.83,0.7,-0.13,-0.008666666666666666,False
263,265,0.6418141713888037,METAL_LOSS,2194.13,2195.65,11.966666666666667,11.733333333333333,11.0,26.0,15.0,1.0,0.71,0.7,-0.010000000000000009,-0.0006666666666666673,0.59,0.3,-0.29,-0.01933333333333333,False
262,266,0.6048500389369439,METAL_LOSS,2192.61,2198.681,7.3,11.533333333333333,12.0,24.0,12.0,0.8,0.59,0.9,0.31000000000000005,0.02066666666666667,0.71,1.1,0.3900000000000001,0.02600000000000001,False
264,270,0.6089360937137681,METAL_LOSS,2218.72,2222.26,5.216666666666667,5.966666666666667,12.0,21.0,9.0,0.6,0.98,5.3,4.32,0.28800000000000003,0.71,1.2,0.49,0.03266666666666666,False
266,271,0.7209838991616284,METAL_LOSS,2220.24,2222.917,6.316666666666666,5.966666666666667,11.0,14.0,3.0,0.2,0.91,0.9,-0.010000000000000009,-0.0006666666666666673,0.59,0.5,-0.08999999999999997,-0.0059999999999999975,False
265,272,0.6274381648275354,CLUSTER,2220.24,2223.812,5.383333333333334,5.966666666666667,16.0,24.0,8.0,0.5333333333333333,3.12,1.1,-2.02,-0.13466666666666666,2.77,0.8,-1.97,-0.13133333333333333,False
268,273,0.5180798662888989,METAL_LOSS,2222.85,2224.337,7.25,5.966666666666667,15.0,18.0,3.0,0.2,0.55,0.6,0.04999999999999993,0.0033333333333333288,0.71,0.9,0.19000000000000006,0.01266666666666667,False
270,277,0.8625550497830443,METAL_LOSS,2226.72,2233.734,6.4,5.9,10.0,24.0,14.0,0.9333333333333333,0.91,1.1,0.19000000000000006,0.01266666666666667,0.63,1.1,0.4700000000000001,0.03133333333333334,False
272,278,0.8472660948511455,METAL_LOSS,2228.8,2235.787,6.45,5.95,10.0,26.0,16.0,1.0666666666666667,0.71,1.4,0.69,0.046,0.71,1.1,0.3900000000000001,0.02600000000000001,False
273,279,0.8588401173726524,METAL_LOSS,2233.04,2240.085,6.4,5.966666666666667,13.0,41.0,28.0,1.8666666666666667,0.79,0.7,-0.09000000000000008,-0.006000000000000005,0.94,0.7,-0.24,-0.016,False
274,280,0.8180224797064227,CLUSTER,2233.17,2240.354,4.95,4.483333333333333,11.0,32.0,21.0,1.4,1.76,3.2,1.4400000000000002,0.09600000000000002,1.11,1.3,0.18999999999999995,0.012666666666666663,False
277,281,0.8441947224103264,METAL_LOSS,2235.25,2241.824,6.383333333333334,5.966666666666667,10.0,30.0,20.0,1.3333333333333333,1.1,0.9,-0.20000000000000007,-0.013333333333333338,0.83,0.8,-0.029999999999999916,-0.0019999999999999944,False
276,282,0.7768367734222716,METAL_LOSS,2234.69,2242.293,5.233333333333333,5.95,12.0,32.0,20.0,1.3333333333333333,0.63,1.2,0.57,0.038,0.71,1.0,0.29000000000000004,0.019333333333333334,False
278,283,0.6570600030095557,CLUSTER,2238.9,2243.248,5.316666666666666,4.65,15.0,37.0,22.0,1.4666666666666666,2.34,0.8,-1.5399999999999998,-0.10266666666666666,1.11,0.7,-0.41000000000000014,-0.02733333333333334,False
279,284,0.77929461874785,METAL_LOSS,2241.2,2246.115,4.983333333333333,4.75,15.0,52.0,37.0,2.466666666666667,0.67,1.3,0.63,0.042,0.71,0.7,-0.010000000000000009,-0.0006666666666666673,True
284,285,0.820532156262785,METAL_LOSS,2248.76,2255.696,6.433333333333334,6.083333333333333,16.0,22.0,6.0,0.4,0.63,15.6,14.969999999999999,0.9979999999999999,0.59,2.2,1.6100000000000003,0.10733333333333335,False
287,286,0.8100413186868307,METAL_LOSS,2253.91,2260.151,5.383333333333334,6.016666666666667,13.0,22.0,9.0,0.6,0.47,1.5,1.03,0.06866666666666667,0.71,0.6,-0.10999999999999999,-0.007333333333333332,False
289,287,0.7993178633829123,METAL_LOSS,2257.41,2261.995,6.416666666666667,6.583333333333333,13.0,26.0,13.0,0.8666666666666667,0.79,1.0,0.20999999999999996,0.013999999999999997,0.67,0.9,0.22999999999999998,0.015333333333333332,False
290,288,0.8190331009287687,CLUSTER,2258.13,2264.826,4.916666666666667,4.8,11.0,24.0,13.0,0.8666666666666667,4.56,10.9,6.340000000000001,0.4226666666666667,3.83,2.2,-1.63,-0.10866666666666666,False
295,290,0.7559513780357604,CLUSTER,2263.98,2270.394,5.95,5.2,13.0,16.0,3.0,0.2,1.66,7.6,5.9399999999999995,0.39599999999999996,0.69,1.7,1.01,0.06733333333333333,False
298,291,0.6932147304705956,METAL_LOSS,2268.51,2271.26,5.416666666666667,5.283333333333333,12.0,27.0,15.0,1.0,0.55,1.2,0.6499999999999999,0.04333333333333333,0.71,1.0,0.29000000000000004,0.019333333333333334,False
297,292,0.531546327305175,METAL_LOSS,2267.26,2271.526,6.05,4.566666666666666,10.0,19.0,9.0,0.6,0.79,5.2,4.41,0.294,0.59,1.0,0.41000000000000003,0.027333333333333334,False
293,293,0.599982684627032,CLUSTER,2260.47,2271.939,5.583333333333333,5.266666666666667,13.0,29.0,16.0,1.0666666666666667,1.57,1.0,-0.5700000000000001,-0.038000000000000006,4.48,0.7,-3.7800000000000002,-0.252,False
296,294,0.618428518270445,METAL_LOSS,2266.01,2272.552,11.783333333333333,4.866666666666667,10.0,19.0,9.0,0.6,0.47,1.5,1.03,0.06866666666666667,0.71,0.8,0.09000000000000008,0.006000000000000005,False
299,295,0.6447914961176867,CLUSTER,2270.99,2276.969,6.45,4.933333333333334,10.0,11.0,1.0,0.06666666666666667,1.86,5.4,3.54,0.23600000000000002,1.43,1.5,0.07000000000000006,0.0046666666666666705,False
300,301,0.7262081689861501,CLUSTER,2290.43,2295.108,5.5,4.95,10.0,12.0,2.0,0.13333333333333333,3.88,6.3,2.42,0.16133333333333333,0.71,0.9,0.19000000000000006,0.01266666666666667,False
301,302,0.7349161147081593,CLUSTER,2290.98,2296.847,5.7,5.016666666666667,12.0,14.0,2.0,0.13333333333333333,1.62,4.7,3.08,0.20533333333333334,3.27,2.3,-0.9700000000000002,-0.06466666666666668,False
305,304,0.6089861576244797,METAL_LOSS,2302.29,2302.69,5.783333333333333,5.583333333333333,13.0,13.0,0.0,0.0,0.67,1.0,0.32999999999999996,0.022,0.71,1.2,0.49,0.03266666666666666,False
302,305,0.5696867232268974,CLUSTER,2300.05,2303.32,5.866666666666667,5.35,15.0,21.0,6.0,0.4,4.56,0.9,-3.6599999999999997,-0.24399999999999997,4.34,0.7,-3.6399999999999997,-0.24266666666666664,False
303,306,0.5213952767234808,CLUSTER,2300.12,2304.518,3.8166666666666664,5.566666666666666,16.0,16.0,0.0,0.0,4.03,4.3,0.2699999999999996,0.01799999999999997,8.09,0.9,-7.1899999999999995,-0.4793333333333333,False
307,309,0.5703781516679738,METAL_LOSS,2310.53,2312.041,6.05,5.433333333333334,14.0,20.0,6.0,0.4,0.98,2.3,1.3199999999999998,0.088,0.87,0.9,0.030000000000000027,0.0020000000000000018,False
306,310,0.7389004611671458,METAL_LOSS,2310.0,2316.404,6.15,5.133333333333334,10.0,35.0,25.0,1.6666666666666667,1.02,1.0,-0.020000000000000018,-0.0013333333333333346,0.87,0.9,0.030000000000000027,0.0020000000000000018,False
371,365,0.8121712912496151,METAL_LOSS,3347.3,3357.569,7.483333333333333,7.45,11.0,22.0,11.0,0.7333333333333333,0.71,6.8,6.09,0.40599999999999997,0.94,5.0,4.0600000000000005,0.2706666666666667,False
370,366,0.873512546933999,METAL_LOSS,3347.22,3357.828,3.8,4.0,14.0,30.0,16.0,1.0666666666666667,1.18,2.1,0.9200000000000002,0.061333333333333344,2.24,1.4,-0.8400000000000003,-0.05600000000000002,False
374,369,0.8353314567643517,CLUSTER,3406.04,3415.236,5.533333333333333,5.916666666666667,18.0,22.0,4.0,0.26666666666666666,2.56,3.3,0.7399999999999998,0.04933333333333332,2.85,3.1,0.25,0.016666666666666666,False
375,373,0.8009157988052792,METAL_LOSS,3427.3,3438.005,7.75,8.733333333333333,12.0,18.0,6.0,0.4,0.87,1.7,0.83,0.05533333333333333,1.93,2.4,0.47,0.03133333333333333,False
405,427,0.5489255266295823,METAL_LOSS,4530.89,4544.888,4.183333333333334,2.0833333333333335,15.0,25.0,10.0,0.6666666666666666,1.02,2.2,1.1800000000000002,0.07866666666666668,2.32,2.3,-0.020000000000000018,-0.0013333333333333346,False
407,436,0.6953079690323279,CLUSTER,4609.09,4622.789,6.266666666666667,5.666666666666667,17.0,36.0,19.0,1.2666666666666666,3.47,4.2,0.73,0.048666666666666664,6.35,5.4,-0.9499999999999993,-0.06333333333333328,False
429,470,0.9188608521675028,CLUSTER,5292.54,5310.472,6.233333333333333,6.266666666666667,14.0,33.0,19.0,1.2666666666666666,2.69,2.9,0.20999999999999996,0.013999999999999997,2.22,2.3,0.07999999999999963,0.005333333333333309,False
430,471,0.7725678487824506,CLUSTER,5294.02,5311.135,5.983333333333333,6.633333333333333,12.0,20.0,8.0,0.5333333333333333,1.72,3.3,1.5799999999999998,0.10533333333333332,0.69,2.2,1.5100000000000002,0.10066666666666668,False
432,505,0.5474110109513404,CLUSTER,5342.18,5359.918,3.3,5.566666666666666,43.0,15.0,-28.0,-1.8666666666666667,6.68,6.8,0.1200000000000001,0.008000000000000007,36.53,3.8,-32.730000000000004,-2.1820000000000004,False
435,507,0.5776129446141134,CLUSTER,5344.55,5360.548,2.55,1.0333333333333334,16.0,25.0,9.0,0.6,1.02,2.2,1.1800000000000002,0.07866666666666668,3.67,2.1,-1.5699999999999998,-0.10466666666666666,False
434,509,0.610479941545313,CLUSTER,5344.35,5362.575,9.683333333333334,12.783333333333333,16.0,18.0,2.0,0.13333333333333333,2.0,1.6,-0.3999999999999999,-0.02666666666666666,12.63,1.7,-10.930000000000001,-0.7286666666666668,False
437,516,0.7782247123711495,METAL_LOSS,5361.85,5378.737,6.1,5.6,15.0,24.0,9.0,0.6,0.94,1.9,0.96,0.064,0.55,2.2,1.6500000000000001,0.11000000000000001,False
438,517,0.8549460167322169,METAL_LOSS,5361.96,5379.262,6.666666666666667,6.916666666666667,29.0,19.0,-10.0,-0.6666666666666666,1.73,2.4,0.6699999999999999,0.04466666666666666,1.14,2.1,0.9600000000000002,0.06400000000000002,False
439,518,0.8163099237149557,CLUSTER,5362.03,5379.751,7.3,7.233333333333333,54.0,47.0,-7.0,-0.4666666666666667,4.21,20.2,15.989999999999998,1.0659999999999998,2.14,10.0,7.859999999999999,0.5239999999999999,False
443,519,0.7749613292071171,METAL_LOSS,5363.02,5380.43,4.433333333333334,4.416666666666667,32.0,49.0,17.0,1.1333333333333333,3.31,29.8,26.490000000000002,1.7660000000000002,1.65,6.4,4.75,0.31666666666666665,False
444,520,0.7554856220242694,CLUSTER,5363.15,5381.122,6.766666666666667,5.866666666666667,19.0,25.0,6.0,0.4,3.37,24.2,20.83,1.3886666666666665,8.23,7.4,-0.8300000000000001,-0.05533333333333334,False
441,521,0.6207126082507328,CLUSTER,5362.5,5382.894,7.016666666666667,7.433333333333334,40.0,15.0,-25.0,-1.6666666666666667,4.68,0.8,-3.88,-0.25866666666666666,5.72,0.3,-5.42,-0.36133333333333334,False
436,522,0.6456643567623649,CLUSTER,5361.13,5383.077,6.333333333333333,6.766666666666667,21.0,17.0,-4.0,-0.26666666666666666,4.13,12.1,7.97,0.5313333333333333,6.03,6.7,0.6699999999999999,0.04466666666666666,False
447,523,0.9301778002389914,CLUSTER,5365.07,5383.14,4.383333333333334,4.216666666666667,22.0,28.0,6.0,0.4,4.85,4.0,-0.8499999999999996,-0.05666666666666664,2.56,2.8,0.23999999999999977,0.015999999999999983,False
448,524,0.7496151846398109,CLUSTER,5365.72,5383.763,5.566666666666666,6.533333333333333,59.0,49.0,-10.0,-0.6666666666666666,14.66,30.2,15.54,1.036,17.01,16.8,-0.21000000000000085,-0.014000000000000058,False
446,525,0.8556903799279982,CLUSTER,5364.59,5383.98,4.416666666666667,4.45,35.0,19.0,-16.0,-1.0666666666666667,2.35,2.0,-0.3500000000000001,-0.023333333333333338,2.12,1.6,-0.52,-0.034666666666666665,False
454,535,0.6750673005731975,CLUSTER,5447.33,5465.387,6.7,7.7,12.0,21.0,9.0,0.6,2.09,5.9,3.8100000000000005,0.25400000000000006,16.57,3.8,-12.77,-0.8513333333333333,False
455,536,0.5412069430233423,METAL_LOSS_MFG,5458.94,5470.443,12.666666666666666,12.783333333333333,11.0,12.0,1.0,0.06666666666666667,3.82,7.2,3.3800000000000003,0.22533333333333336,1.06,2.5,1.44,0.096,False
466,554,0.7931093091077999,CLUSTER,5830.69,5849.846,6.783333333333333,7.45,19.0,19.0,0.0,0.0,1.66,7.5,5.84,0.3893333333333333,6.26,7.8,1.54,0.10266666666666667,False
496,625,0.8873469345886215,METAL_LOSS_MFG,6924.26,6947.31,12.466666666666667,12.166666666666666,14.0,28.0,14.0,0.9333333333333333,0.59,0.2,-0.38999999999999996,-0.026,0.55,1.1,0.55,0.03666666666666667,False
497,626,0.9259251625995502,METAL_LOSS_MFG,6925.53,6948.586,9.75,9.4,20.0,24.0,4.0,0.26666666666666666,0.55,0.6,0.04999999999999993,0.0033333333333333288,0.59,0.9,0.31000000000000005,0.02066666666666667,False
499,628,0.8738358456874344,METAL_LOSS,6979.62,7002.218,5.35,5.75,17.0,22.0,5.0,0.3333333333333333,1.65,1.9,0.25,0.016666666666666666,2.01,1.6,-0.4099999999999997,-0.027333333333333314,False
500,629,0.8583342358428765,METAL_LOSS,6979.64,7002.867,6.7,6.866666666666667,25.0,12.0,-13.0,-0.8666666666666667,1.26,3.9,2.6399999999999997,0.176,3.9,3.4,-0.5,-0.03333333333333333,False
521,672,0.5733219362561777,METAL_LOSS,7637.41,7661.24,9.116666666666667,7.483333333333333,19.0,28.0,9.0,0.6,1.38,1.9,0.52,0.034666666666666665,1.18,2.1,0.9200000000000002,0.061333333333333344,False
522,673,0.601694768650114,METAL_LOSS,7637.75,7661.785,9.083333333333334,7.4,14.0,24.0,10.0,0.6666666666666666,1.46,1.4,-0.06000000000000005,-0.0040000000000000036,1.53,1.6,0.07000000000000006,0.0046666666666666705,False
523,675,0.7383189477446441,CLUSTER,7638.8,7662.677,9.633333333333333,9.583333333333334,11.0,33.0,22.0,1.4666666666666666,3.06,9.1,6.039999999999999,0.4026666666666666,3.46,3.6,0.14000000000000012,0.009333333333333341,False
524,695,0.7478906387683296,CLUSTER,7651.24,7675.869,6.45,6.65,11.0,31.0,20.0,1.3333333333333333,3.41,7.3,3.8899999999999997,0.2593333333333333,1.38,1.6,0.2200000000000002,0.01466666666666668,False
554,747,0.8747440409614354,CLUSTER,8725.0,8757.215,4.833333333333333,5.216666666666667,10.0,18.0,8.0,0.5333333333333333,3.94,4.8,0.8599999999999999,0.057333333333333326,4.61,3.7,-0.9100000000000001,-0.060666666666666674,False
561,762,0.9031883426095838,METAL_LOSS_MFG,8889.87,8922.91,7.116666666666666,7.25,14.0,26.0,12.0,0.8,1.61,0.7,-0.9100000000000001,-0.060666666666666674,0.71,1.4,0.69,0.046,False
602,859,0.5921994313955745,CLUSTER,10202.72,10241.49,7.183333333333334,4.3,13.0,23.0,10.0,0.6666666666666666,2.65,1.6,-1.0499999999999998,-0.06999999999999999,3.81,2.0,-1.81,-0.12066666666666667,False
609,869,0.5577846439929437,METAL_LOSS_MFG,10392.93,10426.083,8.366666666666667,7.916666666666667,17.0,15.0,-2.0,-0.13333333333333333,3.66,5.2,1.54,0.10266666666666667,0.71,1.8,1.09,0.07266666666666667,False
610,872,0.5824437951244194,METAL_LOSS_MFG,10404.26,10444.728,2.3833333333333333,8.066666666666666,17.0,13.0,-4.0,-0.26666666666666666,3.58,5.0,1.42,0.09466666666666666,0.63,1.7,1.0699999999999998,0.07133333333333332,False
615,881,0.6469556662278823,CLUSTER,10505.17,10543.307,5.166666666666667,4.383333333333334,10.0,18.0,8.0,0.5333333333333333,4.09,6.4,2.3100000000000005,0.15400000000000003,13.28,3.8,-9.48,-0.632,False
620,892,0.8266494417901958,CLUSTER,10583.42,10622.356,6.45,6.366666666666666,19.0,24.0,5.0,0.3333333333333333,2.99,1.5,-1.4900000000000002,-0.09933333333333334,2.91,1.1,-1.81,-0.12066666666666667,False
621,893,0.5691640867171005,METAL_LOSS,10583.57,10623.796,3.8833333333333333,6.65,26.0,23.0,-3.0,-0.2,1.06,5.0,3.94,0.26266666666666666,2.28,4.4,2.1200000000000006,0.14133333333333337,False
629,905,0.9432994215547733,CLUSTER,10743.51,10784.616,5.3,5.233333333333333,23.0,25.0,2.0,0.13333333333333333,2.6,1.7,-0.9000000000000001,-0.06000000000000001,2.39,1.7,-0.6900000000000002,-0.04600000000000001,False
673,991,0.5762966667325717,METAL_LOSS_MFG,12381.12,12426.778,5.033333333333333,3.9333333333333336,20.0,13.0,-7.0,-0.4666666666666667,3.66,9.5,5.84,0.3893333333333333,2.68,4.5,1.8199999999999998,0.12133333333333332,False
756,1185,0.6077202410434095,METAL_LOSS,14928.01,14938.553,1.1833333333333333,1.1166666666666667,26.0,20.0,-6.0,-0.4,0.91,1.7,0.7899999999999999,0.05266666666666666,0.94,2.0,1.06,0.07066666666666667,False
759,1188,0.5706913824639592,CLUSTER,14943.65,14947.283,6.133333333333334,11.116666666666667,14.0,15.0,1.0,0.06666666666666667,3.23,1.4,-1.83,-0.12200000000000001,2.16,1.9,-0.26000000000000023,-0.01733333333333335,False
763,1189,0.5491281169688652,CLUSTER,14945.2,14947.484,4.766666666666667,10.116666666666667,10.0,13.0,3.0,0.2,8.15,1.0,-7.15,-0.4766666666666667,6.03,0.7,-5.33,-0.35533333333333333,False
760,1190,0.5929680373225719,CLUSTER,14944.39,14947.723,5.0,9.0,13.0,12.0,-1.0,-0.06666666666666667,4.16,3.5,-0.6600000000000001,-0.04400000000000001,3.35,1.8,-1.55,-0.10333333333333333,False
761,1191,0.5000030909217518,CLUSTER,14944.44,14947.89,6.8,9.8,14.0,11.0,-3.0,-0.2,7.08,1.8,-5.28,-0.35200000000000004,6.14,1.0,-5.14,-0.3426666666666666,False
766,1195,0.5203459285499893,CLUSTER,14948.96,14951.909,4.733333333333333,1.65,14.0,11.0,-3.0,-0.2,5.27,3.3,-1.9699999999999998,-0.13133333333333333,8.84,0.7,-8.14,-0.5426666666666667,False
