joint_number,joint_length,wall_thickness,dist_upstream_weld,log_distance,elevation,event_type,depth_percent,id_reduction,length,width,burst_mop,clock_position,orientation,comments,inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned,event_type_normalized,is_reference,clock_decimal,original_index
,,0.344,-0.92,22485.22,774.7015,Metal Loss-Manufacturing Anomaly,11.0,,3.39,0.71,,12:26,,,2007,Metal Loss-Manufacturing Anomaly_22485.2,True,22485.22,22485.6,METAL_LOSS_MFG,False,12.433333333333334,1051
,,0.344,-0.76,22941.65,771.6572,Cluster,15.0,,3.23,7.6,,5:59,External,,2007,Cluster_22941.7,True,22941.65,22942.03,CLUSTER,False,5.983333333333333,1066
,,0.344,-20.8,23162.08,771.7985,Metal Loss-Manufacturing Anomaly,25.0,,5.2,0.71,,1:40,,,2007,Metal Loss-Manufacturing Anomaly_23162.1,True,23162.08,23162.460000000003,METAL_LOSS_MFG,False,1.6666666666666665,1076
,,0.344,-37.27,23644.93,774.898,Metal Loss-Manufacturing Anomaly,10.0,,0.51,0.71,,8:36,,,2007,Metal Loss-Manufacturing Anomaly_23644.9,True,23644.93,23645.31,METAL_LOSS_MFG,False,8.6,1091
,,0.344,-39.04,25249.8,799.1802,Cluster,14.0,,1.14,5.8,,5:52,External,,2007,Cluster_25249.8,True,25249.8,25250.18,CLUSTER,False,5.866666666666667,1139
,,0.344,-3.85,26080.87,791.0148,Metal Loss-Manufacturing Anomaly,10.0,,0.67,0.59,,12:05,,,2007,Metal Loss-Manufacturing Anomaly_26080.9,True,26080.87,26081.25,METAL_LOSS_MFG,False,12.083333333333334,1168
,,0.344,-23.68,27579.43,805.2976,Metal Loss-Manufacturing Anomaly,12.0,,5.24,1.38,,1:21,,,2007,Metal Loss-Manufacturing Anomaly_27579.4,True,27579.43,27579.81,METAL_LOSS_MFG,False,1.35,1218
,,0.344,-25.46,27581.21,805.3021,Metal Loss-Manufacturing Anomaly,24.0,,3.9,0.87,,1:09,,,2007,Metal Loss-Manufacturing Anomaly_27581.2,True,27581.21,27581.59,METAL_LOSS_MFG,False,1.15,1219
,,0.344,-26.35,27582.11,805.3051,Metal Loss-Manufacturing Anomaly,21.0,,3.42,0.75,,1:04,,,2007,Metal Loss-Manufacturing Anomaly_27582.1,True,27582.11,27582.49,METAL_LOSS_MFG,False,1.0666666666666667,1220
,,0.344,-26.81,27582.56,805.3066,Metal Loss-Manufacturing Anomaly,11.0,,3.46,2.17,,1:01,,,2007,Metal Loss-Manufacturing Anomaly_27582.6,True,27582.56,27582.94,METAL_LOSS_MFG,False,1.0166666666666666,1221
,,0.344,-27.12,27582.88,805.3076,Metal Loss-Manufacturing Anomaly,21.0,,3.39,0.75,,1:15,,,2007,Metal Loss-Manufacturing Anomaly_27582.9,True,27582.88,27583.26,METAL_LOSS_MFG,False,1.25,1222
,,0.344,-16.37,27892.3,805.9289,Metal Loss-Manufacturing Anomaly,10.0,,3.23,1.06,,8:17,,,2007,Metal Loss-Manufacturing Anomaly_27892.3,True,27892.3,27892.68,METAL_LOSS_MFG,False,8.283333333333333,1231
,,0.344,-18.8,28027.51,795.4539,Metal Loss-Manufacturing Anomaly,10.0,,0.43,0.71,,7:02,,,2007,Metal Loss-Manufacturing Anomaly_28027.5,True,28027.51,28027.89,METAL_LOSS_MFG,False,7.033333333333333,1238
,,0.344,-17.92,28207.03,796.3722,Metal Loss-Manufacturing Anomaly,17.0,,4.33,1.42,,10:31,,,2007,Metal Loss-Manufacturing Anomaly_28207.0,True,28207.03,28207.41,METAL_LOSS_MFG,False,10.516666666666667,1244
,,0.344,-8.91,28783.01,779.511,Metal Loss-Manufacturing Anomaly,13.0,,6.3,1.89,,4:47,,,2007,Metal Loss-Manufacturing Anomaly_28783.0,True,28783.01,28783.39,METAL_LOSS_MFG,False,4.783333333333333,1260
,,0.344,-38.85,29052.98,775.465,Cluster,42.0,,5.77,42.81,1.5,3:20,External,,2007,Cluster_29053.0,True,29052.98,29053.36,CLUSTER,False,3.3333333333333335,1268
,,0.344,-19.04,29146.54,774.8961,Cluster,35.0,,8.46,10.87,1.5,5:29,External,,2007,Cluster_29146.5,True,29146.54,29146.92,CLUSTER,False,5.483333333333333,1273
,,0.344,-0.67,29208.08,773.6676,Cluster,11.0,,4.93,6.08,,6:29,External,,2007,Cluster_29208.1,True,29208.08,29208.460000000003,CLUSTER,False,6.483333333333333,1280
,,0.344,-19.71,30570.99,761.7328,Metal Loss-Manufacturing Anomaly,19.0,,3.31,0.55,,11:29,,,2007,Metal Loss-Manufacturing Anomaly_30571.0,True,30570.99,30571.370000000003,METAL_LOSS_MFG,False,11.483333333333333,1328
,,0.344,-22.16,30573.44,761.7224,Metal Loss-Manufacturing Anomaly,10.0,,4.17,4.25,,11:38,,,2007,Metal Loss-Manufacturing Anomaly_30573.4,True,30573.44,30573.82,METAL_LOSS_MFG,False,11.633333333333333,1329
,,0.344,-22.74,30574.03,761.7199,Metal Loss-Manufacturing Anomaly,26.0,,3.66,0.71,,11:51,,,2007,Metal Loss-Manufacturing Anomaly_30574.0,True,30574.03,30574.41,METAL_LOSS_MFG,False,11.85,1330
,,0.344,-23.47,30574.76,761.7168,Metal Loss-Manufacturing Anomaly,10.0,,3.11,0.87,,11:36,,,2007,Metal Loss-Manufacturing Anomaly_30574.8,True,30574.76,30575.14,METAL_LOSS_MFG,False,11.6,1331
,,0.344,-25.58,30576.86,761.7079,Metal Loss-Manufacturing Anomaly,10.0,,3.23,1.58,,11:42,,,2007,Metal Loss-Manufacturing Anomaly_30576.9,True,30576.86,30577.24,METAL_LOSS_MFG,False,11.7,1333
,,0.344,-26.01,30577.29,761.7061,Metal Loss-Manufacturing Anomaly,14.0,,4.02,3.74,,11:30,,,2007,Metal Loss-Manufacturing Anomaly_30577.3,True,30577.29,30577.67,METAL_LOSS_MFG,False,11.5,1334
,,0.344,-26.71,30577.99,761.7032,Metal Loss-Manufacturing Anomaly,10.0,,4.13,8.66,,11:20,,,2007,Metal Loss-Manufacturing Anomaly_30578.0,True,30577.99,30578.370000000003,METAL_LOSS_MFG,False,11.333333333333334,1335
,,0.344,-5.65,30676.87,761.3112,Metal Loss-Manufacturing Anomaly,17.0,,3.03,0.55,,6:24,,,2007,Metal Loss-Manufacturing Anomaly_30676.9,True,30676.87,30677.25,METAL_LOSS_MFG,False,6.4,1340
,,0.344,-5.65,30676.88,761.3111,Metal Loss-Manufacturing Anomaly,13.0,,2.79,0.63,,6:34,,,2007,Metal Loss-Manufacturing Anomaly_30676.9,True,30676.88,30677.26,METAL_LOSS_MFG,False,6.566666666666666,1341
,,0.344,-39.04,31980.44,754.9454,Cluster,13.0,,3.34,16.86,,4:26,External,,2007,Cluster_31980.4,True,31980.44,31980.82,CLUSTER,False,4.433333333333334,1402
,,0.344,-13.11,32925.21,749.6401,Cluster,31.0,,21.61,16.78,1.46,7:20,External,,2007,Cluster_32925.2,True,32925.21,32925.59,CLUSTER,False,7.333333333333333,1443
,,0.344,-13.89,32925.99,749.6223,Cluster,21.0,,4.21,2.89,1.75,6:17,External,,2007,Cluster_32926.0,True,32925.99,32926.369999999995,CLUSTER,False,6.283333333333333,1444
,,0.344,-15.03,32927.13,749.5958,Metal Loss,19.0,,1.46,0.75,,6:53,External,,2007,Metal Loss_32927.1,True,32927.13,32927.509999999995,METAL_LOSS,False,6.883333333333333,1445
,,0.344,-16.2,32928.3,749.5687,Cluster,14.0,,2.57,5.09,,7:17,External,,2007,Cluster_32928.3,True,32928.3,32928.68,CLUSTER,False,7.283333333333333,1446
,,0.344,-39.04,33031.11,747.9919,Cluster,10.0,,2.95,5.63,,7:25,External,,2007,Cluster_33031.1,True,33031.11,33031.49,CLUSTER,False,7.416666666666667,1450
,,0.344,-0.79,33032.88,747.9696,Cluster,10.0,,0.88,2.51,,3:34,External,,2007,Cluster_33032.9,True,33032.88,33033.259999999995,CLUSTER,False,3.5666666666666664,1453
,,0.344,-38.72,33190.85,746.5087,Metal Loss,11.0,,3.66,7.36,,7:24,External,,2007,Metal Loss_33190.8,True,33190.85,33191.229999999996,METAL_LOSS,False,7.4,1458
,,0.344,-32.28,33304.46,744.7818,Cluster,28.0,,4.36,6.72,1.7,11:47,External,,2007,Cluster_33304.5,True,33304.46,33304.84,CLUSTER,False,11.783333333333333,1462
,,0.344,-32.8,33304.98,744.7765,Cluster,11.0,,3.67,5.55,,11:35,External,,2007,Cluster_33305.0,True,33304.98,33305.36,CLUSTER,False,11.583333333333334,1463
,,0.344,-23.38,33374.95,744.1882,Cluster,23.0,,3.55,1.91,1.76,6:10,External,,2007,Cluster_33374.9,True,33374.95,33375.329999999994,CLUSTER,False,6.166666666666667,1466
,,0.344,-29.78,33381.36,744.1271,Cluster,31.0,,1.76,1.32,1.82,5:32,External,,2007,Cluster_33381.4,True,33381.36,33381.74,CLUSTER,False,5.533333333333333,1467
,,0.344,-30.26,33381.84,744.1223,Cluster,29.0,,4.33,4.63,1.69,5:24,External,,2007,Cluster_33381.8,True,33381.84,33382.219999999994,CLUSTER,False,5.4,1468
,,0.344,-31.6,33383.18,744.1089,Cluster,13.0,,4.98,1.64,,5:52,External,,2007,Cluster_33383.2,True,33383.18,33383.56,CLUSTER,False,5.866666666666667,1469
,,0.344,-14.08,33405.66,743.7271,Metal Loss,15.0,,2.05,1.5,,4:30,External,,2007,Metal Loss_33405.7,True,33405.66,33406.04,METAL_LOSS,False,4.5,1472
,,0.344,-14.38,33405.96,743.7201,Metal Loss,10.0,,1.69,1.58,,4:20,External,,2007,Metal Loss_33406.0,True,33405.96,33406.34,METAL_LOSS,False,4.333333333333333,1473
,,0.344,-8.58,33480.23,742.2106,Cluster,26.0,,3.61,3.29,1.74,12:28,External,,2007,Cluster_33480.2,True,33480.23,33480.61,CLUSTER,False,12.466666666666667,1478
,,0.344,-9.4,33481.04,742.1967,Metal Loss,15.0,,0.79,0.71,,10:56,External,,2007,Metal Loss_33481.0,True,33481.04,33481.42,METAL_LOSS,False,10.933333333333334,1480
,,0.344,-0.65,33512.3,742.0768,Cluster,33.0,,4.28,21.68,1.66,5:03,External,,2007,Cluster_33512.3,True,33512.3,33512.68,CLUSTER,False,5.05,1482
,,0.344,-0.74,33592.28,742.8578,Cluster,25.0,,4.87,17.39,1.7,4:46,External,,2007,Cluster_33592.3,True,33592.28,33592.659999999996,CLUSTER,False,4.766666666666667,1485
,,0.344,-7.35,33638.82,742.6487,Metal Loss,10.0,,2.99,0.67,,2:35,External,,2007,Metal Loss_33638.8,True,33638.82,33639.2,METAL_LOSS,False,2.5833333333333335,1487
,,0.344,-38.93,33670.4,742.2473,Cluster,10.0,,2.71,8.94,,6:53,External,,2007,Cluster_33670.4,True,33670.4,33670.78,CLUSTER,False,6.883333333333333,1488
,,0.344,-0.78,33817.11,737.7441,Metal Loss,36.0,,0.91,8.35,1.86,12:26,External,,2007,Metal Loss_33817.1,True,33817.11,33817.49,METAL_LOSS,False,12.433333333333334,1496
,,0.344,-36.73,33853.06,738.0195,Metal Loss,10.0,,1.1,1.18,,11:57,External,,2007,Metal Loss_33853.1,True,33853.06,33853.439999999995,METAL_LOSS,False,11.95,1497
,,0.344,-12.79,33949.1,736.746,Metal Loss,13.0,,2.84,2.36,,4:01,External,,2007,Metal Loss_33949.1,True,33949.1,33949.479999999996,METAL_LOSS,False,4.016666666666667,1503
,,0.344,-38.98,33975.28,736.1627,Metal Loss,18.0,,3.7,0.87,,9:10,External,,2007,Metal Loss_33975.3,True,33975.28,33975.659999999996,METAL_LOSS,False,9.166666666666666,1504
,,0.344,-39.02,33975.32,736.1619,Cluster,10.0,,2.64,8.5,,7:27,External,,2007,Cluster_33975.3,True,33975.32,33975.7,CLUSTER,False,7.45,1505
,,0.344,-39.08,33975.39,736.1604,Cluster,16.0,,2.63,7.23,,9:43,External,,2007,Cluster_33975.4,True,33975.39,33975.77,CLUSTER,False,9.716666666666667,1506
,,0.344,-8.15,34024.54,735.0509,Cluster,18.0,,4.12,3.94,,6:25,Internal,,2007,Cluster_34024.5,True,34024.54,34024.92,CLUSTER,False,6.416666666666667,1509
,,0.344,-8.66,34025.04,735.0451,Cluster,25.0,,2.81,3.37,1.79,6:19,Internal,,2007,Cluster_34025.0,True,34025.04,34025.42,CLUSTER,False,6.316666666666666,1510
,,0.344,-39.18,34055.57,734.6328,Metal Loss,21.0,,1.38,4.41,1.86,10:28,External,,2007,Metal Loss_34055.6,True,34055.57,34055.95,METAL_LOSS,False,10.466666666666667,1511
,,0.344,-0.77,34057.22,734.6066,Metal Loss,11.0,,0.71,0.67,,10:43,External,,2007,Metal Loss_34057.2,True,34057.22,34057.6,METAL_LOSS,False,10.716666666666667,1513
,,0.344,-0.71,34137.11,733.6085,Cluster,22.0,,2.92,11.5,1.8,6:35,External,,2007,Cluster_34137.1,True,34137.11,34137.49,CLUSTER,False,6.583333333333333,1516
,,0.344,-0.72,34137.13,733.6084,Cluster,19.0,,2.6,14.89,,3:40,External,,2007,Cluster_34137.1,True,34137.13,34137.509999999995,CLUSTER,False,3.6666666666666665,1517
,,0.344,-0.75,34137.15,733.6083,Metal Loss,14.0,,2.72,3.5,,2:39,External,,2007,Metal Loss_34137.2,True,34137.15,34137.53,METAL_LOSS,False,2.65,1518
,,0.344,-21.29,34859.79,722.8022,Metal Loss-Manufacturing Anomaly,15.0,,0.59,0.87,,6:58,,,2007,Metal Loss-Manufacturing Anomaly_34859.8,True,34859.79,34860.17,METAL_LOSS_MFG,False,6.966666666666667,1537
,,0.344,-22.81,34861.31,722.7324,Metal Loss-Manufacturing Anomaly,17.0,,0.71,0.71,,10:50,,,2007,Metal Loss-Manufacturing Anomaly_34861.3,True,34861.31,34861.689999999995,METAL_LOSS_MFG,False,10.833333333333334,1538
,,0.344,-0.8,34919.27,720.0421,Cluster,10.0,,0.61,3.27,,11:18,External,,2007,Cluster_34919.3,True,34919.27,34919.649999999994,CLUSTER,False,11.3,1541
,,0.344,-0.85,35581.29,720.0574,Metal Loss,15.0,,0.83,1.06,,5:59,External,,2007,Metal Loss_35581.3,True,35581.29,35581.67,METAL_LOSS,False,5.983333333333333,1561
,,0.344,-18.23,35798.42,721.1338,Metal Loss-Manufacturing Anomaly,18.0,,0.47,0.71,,6:16,,,2007,Metal Loss-Manufacturing Anomaly_35798.4,True,35798.42,35798.799999999996,METAL_LOSS_MFG,False,6.266666666666667,1567
,,0.344,-0.51,35820.7,721.0735,Cluster,32.0,,4.37,2.54,1.66,4:02,External,,2007,Cluster_35820.7,True,35820.7,35821.079999999994,CLUSTER,False,4.033333333333333,1569
,,0.344,-0.66,35820.85,721.0733,Metal Loss,18.0,,2.28,9.8,,4:54,External,,2007,Metal Loss_35820.8,True,35820.85,35821.229999999996,METAL_LOSS,False,4.9,1570
,,0.344,-0.71,35820.89,721.0732,Cluster,22.0,,1.6,7.23,1.85,8:16,External,,2007,Cluster_35820.9,True,35820.89,35821.27,CLUSTER,False,8.266666666666667,1571
,,0.344,-0.74,35820.93,721.0731,Metal Loss,13.0,,0.71,1.69,,10:53,External,,2007,Metal Loss_35820.9,True,35820.93,35821.31,METAL_LOSS,False,10.883333333333333,1572
,,0.344,-0.85,36460.28,719.5979,Metal Loss-Manufacturing Anomaly,10.0,,1.02,0.71,,6:58,,,2007,Metal Loss-Manufacturing Anomaly_36460.3,True,36460.28,36460.66,METAL_LOSS_MFG,False,6.966666666666667,1589
,,0.344,-34.12,38383.95,741.9433,Metal Loss-Manufacturing Anomaly,16.0,,3.78,2.52,,9:43,,,2007,Metal Loss-Manufacturing Anomaly_38383.9,True,38383.95,38384.329999999994,METAL_LOSS_MFG,False,9.716666666666667,1651
,,0.344,-28.08,39144.72,678.0669,Metal Loss,10.0,,0.98,1.18,,6:32,External,,2007,Metal Loss_39144.7,True,39144.72,39145.1,METAL_LOSS,False,6.533333333333333,1672
,,0.344,-21.94,39334.75,672.6224,Cluster,16.0,,4.36,8.99,,5:25,External,,2007,Cluster_39334.8,True,39334.75,39335.13,CLUSTER,False,5.416666666666667,1683
,,0.344,-0.03,39335.7,672.5915,Cluster,10.0,,2.33,12.3,,2:06,External,,2007,Cluster_39335.7,True,39335.7,39336.079999999994,CLUSTER,False,2.1,1685
,,0.344,-0.07,39592.67,676.6229,Cluster,25.0,,4.07,6.33,1.73,8:40,External,,2007,Cluster_39592.7,True,39592.67,39593.05,CLUSTER,False,8.666666666666666,1699
,,0.344,-2.17,39747.57,698.3476,Metal Loss,11.0,,1.42,1.34,,4:10,External,,2007,Metal Loss_39747.6,True,39747.57,39747.95,METAL_LOSS,False,4.166666666666667,1710
,,0.344,-18.92,40008.62,717.7519,Metal Loss-Manufacturing Anomaly,10.0,,1.46,0.71,,5:02,,,2007,Metal Loss-Manufacturing Anomaly_40008.6,True,40008.62,40009.0,METAL_LOSS_MFG,False,5.033333333333333,1721
,,0.344,-19.8,40009.5,717.7555,Metal Loss-Manufacturing Anomaly,10.0,,0.59,0.71,,8:37,,,2007,Metal Loss-Manufacturing Anomaly_40009.5,True,40009.5,40009.88,METAL_LOSS_MFG,False,8.616666666666667,1722
,,0.344,-39.01,40668.73,714.1151,Cluster,18.0,,1.97,1.47,,7:57,External,,2007,Cluster_40668.7,True,40668.73,40669.11,CLUSTER,False,7.95,1739
,,0.344,-20.98,41131.05,710.941,Metal Loss-Manufacturing Anomaly,14.0,,3.66,1.02,,10:09,,,2007,Metal Loss-Manufacturing Anomaly_41131.1,True,41131.05,41131.43,METAL_LOSS_MFG,False,10.15,1758
,,0.344,-17.77,41163.99,711.6486,Metal Loss-Manufacturing Anomaly,12.0,,4.17,1.77,,2:09,,,2007,Metal Loss-Manufacturing Anomaly_41164.0,True,41163.99,41164.369999999995,METAL_LOSS_MFG,False,2.15,1760
,,0.344,-19.55,41165.77,711.6819,Metal Loss-Manufacturing Anomaly,16.0,,0.59,0.63,,8:12,,,2007,Metal Loss-Manufacturing Anomaly_41165.8,True,41165.77,41166.149999999994,METAL_LOSS_MFG,False,8.2,1761
,,0.344,-20.75,41166.98,711.7044,Metal Loss-Manufacturing Anomaly,11.0,,3.78,1.42,,2:06,,,2007,Metal Loss-Manufacturing Anomaly_41167.0,True,41166.98,41167.36,METAL_LOSS_MFG,False,2.1,1762
,,0.344,-24.07,41170.29,711.7665,Metal Loss-Manufacturing Anomaly,30.0,,3.82,5.55,,1:54,,,2007,Metal Loss-Manufacturing Anomaly_41170.3,True,41170.29,41170.67,METAL_LOSS_MFG,False,1.9,1763
,,0.344,-28.33,41174.55,711.8432,Metal Loss-Manufacturing Anomaly,11.0,,0.47,0.59,,11:58,,,2007,Metal Loss-Manufacturing Anomaly_41174.6,True,41174.55,41174.93,METAL_LOSS_MFG,False,11.966666666666667,1764
,,0.344,-0.72,41466.16,710.3511,Cluster,29.0,,5.0,10.54,1.66,4:44,External,,2007,Cluster_41466.2,True,41466.16,41466.54,CLUSTER,False,4.733333333333333,1773
,,0.344,-0.73,41466.18,710.3507,Cluster,21.0,,5.56,2.58,1.72,6:45,External,,2007,Cluster_41466.2,True,41466.18,41466.56,CLUSTER,False,6.75,1774
,,0.344,-0.82,41466.26,710.3486,Cluster,14.0,,0.97,3.27,,3:19,External,,2007,Cluster_41466.3,True,41466.26,41466.64,CLUSTER,False,3.3166666666666664,1775
,,0.344,-20.52,41485.96,709.7136,Cluster,15.0,,4.38,3.16,,9:33,External,,2007,Cluster_41486.0,True,41485.96,41486.34,CLUSTER,False,9.55,1776
,,0.344,-20.8,41486.24,709.7041,Cluster,17.0,,2.56,2.39,,10:16,External,,2007,Cluster_41486.2,True,41486.24,41486.619999999995,CLUSTER,False,10.266666666666667,1777
,,0.344,-21.15,41486.59,709.6922,Metal Loss,15.0,,1.14,1.26,,10:09,External,,2007,Metal Loss_41486.6,True,41486.59,41486.969999999994,METAL_LOSS,False,10.15,1778
,,0.344,-21.34,41486.78,709.6857,Cluster,12.0,,4.25,3.16,,10:13,External,,2007,Cluster_41486.8,True,41486.78,41487.16,CLUSTER,False,10.216666666666667,1779
,,0.344,-35.98,41501.43,709.1821,Metal Loss,10.0,,2.52,0.75,,9:33,External,,2007,Metal Loss_41501.4,True,41501.43,41501.81,METAL_LOSS,False,9.55,1780
,,0.344,-36.87,41502.32,709.151,Metal Loss,14.0,,4.25,0.94,,8:10,External,,2007,Metal Loss_41502.3,True,41502.32,41502.7,METAL_LOSS,False,8.166666666666666,1781
,,0.344,-37.98,41503.42,709.1124,Metal Loss,10.0,,1.18,0.83,,9:22,External,,2007,Metal Loss_41503.4,True,41503.42,41503.8,METAL_LOSS,False,9.366666666666667,1782
,,0.344,-38.56,41504.01,709.092,Cluster,10.0,,4.39,5.72,,9:28,External,,2007,Cluster_41504.0,True,41504.01,41504.39,CLUSTER,False,9.466666666666667,1783
,,0.344,-8.33,41593.61,705.8259,Cluster,16.0,,3.71,3.96,,6:58,External,,2007,Cluster_41593.6,True,41593.61,41593.99,CLUSTER,False,6.966666666666667,1793
,,0.344,-20.19,41605.47,705.8339,Cluster,15.0,,3.43,1.22,,3:25,External,,2007,Cluster_41605.5,True,41605.47,41605.85,CLUSTER,False,3.4166666666666665,1794
,,0.344,-21.05,41606.33,705.8384,Metal Loss,13.0,,1.53,1.38,,3:21,External,,2007,Metal Loss_41606.3,True,41606.33,41606.71,METAL_LOSS,False,3.35,1795
,,0.344,-21.88,41607.15,705.8426,Cluster,23.0,,5.15,3.54,1.71,2:04,External,,2007,Cluster_41607.2,True,41607.15,41607.53,CLUSTER,False,2.066666666666667,1796
,,0.344,-22.21,41607.49,705.8444,Metal Loss,11.0,,1.42,0.91,,3:27,External,,2007,Metal Loss_41607.5,True,41607.49,41607.869999999995,METAL_LOSS,False,3.45,1797
,,0.344,-22.4,41607.68,705.8453,Cluster,25.0,,3.62,2.81,1.75,1:54,External,,2007,Cluster_41607.7,True,41607.68,41608.06,CLUSTER,False,1.9,1798
,,0.344,-23.08,41608.36,705.8488,Cluster,13.0,,1.69,1.2,,2:29,External,,2007,Cluster_41608.4,True,41608.36,41608.74,CLUSTER,False,2.4833333333333334,1799
,,0.344,-24.84,41610.12,705.8634,Cluster,13.0,,3.25,6.37,,9:19,External,,2007,Cluster_41610.1,True,41610.12,41610.5,CLUSTER,False,9.316666666666666,1800
,,0.344,-25.38,41610.66,705.8678,Cluster,10.0,,2.63,4.13,,9:46,External,,2007,Cluster_41610.7,True,41610.66,41611.04,CLUSTER,False,9.766666666666667,1801
,,0.344,-25.96,41611.24,705.8726,Cluster,17.0,,3.25,3.71,,9:44,External,,2007,Cluster_41611.2,True,41611.24,41611.619999999995,CLUSTER,False,9.733333333333333,1802
,,0.344,-29.18,41614.46,705.8991,Metal Loss,16.0,,1.1,0.59,,10:17,External,,2007,Metal Loss_41614.5,True,41614.46,41614.84,METAL_LOSS,False,10.283333333333333,1803
,,0.344,-11.37,41636.74,706.14,Metal Loss,25.0,,2.09,1.26,1.82,9:46,External,,2007,Metal Loss_41636.7,True,41636.74,41637.119999999995,METAL_LOSS,False,9.766666666666667,1805
,,0.344,-12.44,41637.81,706.1532,Metal Loss,14.0,,2.09,1.89,,9:56,External,,2007,Metal Loss_41637.8,True,41637.81,41638.189999999995,METAL_LOSS,False,9.933333333333334,1806
,,0.344,-20.6,41645.97,706.2698,Cluster,20.0,,5.22,4.96,1.73,9:21,External,,2007,Cluster_41646.0,True,41645.97,41646.35,CLUSTER,False,9.35,1807
,,0.344,-21.8,41647.17,706.2872,Metal Loss,16.0,,0.63,0.87,,10:15,External,,2007,Metal Loss_41647.2,True,41647.17,41647.55,METAL_LOSS,False,10.25,1808
,,0.344,-21.96,41647.33,706.2894,Cluster,16.0,,2.06,3.94,,9:43,External,,2007,Cluster_41647.3,True,41647.33,41647.71,CLUSTER,False,9.716666666666667,1809
,,0.344,-23.26,41648.63,706.3085,Cluster,12.0,,2.66,3.92,,9:45,External,,2007,Cluster_41648.6,True,41648.63,41649.009999999995,CLUSTER,False,9.75,1810
,,0.344,-23.76,41649.13,706.3163,Metal Loss,15.0,,0.75,0.71,,10:23,External,,2007,Metal Loss_41649.1,True,41649.13,41649.509999999995,METAL_LOSS,False,10.383333333333333,1811
,,0.344,-24.22,41649.59,706.3234,Metal Loss,24.0,,0.94,0.71,1.87,9:38,External,,2007,Metal Loss_41649.6,True,41649.59,41649.969999999994,METAL_LOSS,False,9.633333333333333,1812
,,0.344,-25.04,41650.41,706.3363,Cluster,15.0,,3.7,3.56,,9:32,External,,2007,Cluster_41650.4,True,41650.41,41650.79,CLUSTER,False,9.533333333333333,1813
