joint_number,joint_length,wall_thickness,dist_upstream_weld,dist_downstream_weld,log_distance,event_type,orientation,depth_percent,depth_inches,od_reduction_pct,od_reduction_in,length,width,clock_position,comments,Anomalies per Joint,Tool Velocity [ft/s],elevation,Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),mop,smys,Seam Type,pdesign,B31G Psafe [PSI],B31G Pburst [PSI],safe_pressure_psi,burst_pressure_psi,Effective Area Psafe [PSI],Effective Area Pburst [PSI],erf,rpr,inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned,event_type_normalized,is_reference,clock_decimal,original_index,corrected_distance
2960.0,,0.344,-30.43,9.77,10586.57,Cluster,External,33.0,0.114,,,1.8,3.5,4:20,,,0.7,153.41,,,,1160.0,65000.0,,1342.0,1424.42,1977.77,1487.55,2065.43,1490.25,2069.18,0.78,1.78,2015,Cluster_10586.6,True,10586.57,10586.57,CLUSTER,False,4.333333333333333,352,10574.706140831053
2960.0,,0.344,-30.84,9.36,10586.97,Metal Loss,External,12.0,0.041,,,1.3,2.09,4:26,,,0.7,153.41,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_10587.0,True,10586.97,10586.97,METAL_LOSS,False,4.433333333333334,353,10575.104249813387
2960.0,,0.344,-31.02,9.18,10587.15,Metal Loss,External,12.0,0.041,,,0.59,1.42,6:02,,,0.7,153.41,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_10587.1,True,10587.15,10587.15,METAL_LOSS,False,6.033333333333333,354,10575.283398855436
2960.0,,0.344,-31.2,8.99,10587.34,Metal Loss,External,20.0,0.069,,,0.47,1.26,4:23,,,0.7,153.41,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.71,2046.21,1545.78,2146.28,1545.92,2146.48,0.75,1.85,2015,Metal Loss_10587.3,True,10587.34,10587.34,METAL_LOSS,False,4.383333333333334,355,10575.472500622045
2960.0,,0.344,-31.42,8.78,10587.56,Metal Loss,External,13.0,0.045,,,0.55,0.98,4:35,,,0.7,153.41,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.18,2046.86,,,,,,,2015,Metal Loss_10587.6,True,10587.56,10587.56,METAL_LOSS,False,4.583333333333333,356,10575.691460562328
2960.0,,0.344,-31.61,8.59,10587.75,Metal Loss,External,10.0,0.034,,,1.18,1.1,4:17,,,0.7,153.41,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_10587.8,True,10587.75,10587.75,METAL_LOSS,False,4.283333333333333,357,10575.880562328937
2960.0,,0.344,-31.78,8.41,10587.92,Metal Loss,External,13.0,0.045,,,0.43,1.22,4:21,,,0.7,153.41,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.95,2047.93,,,,,,,2015,Metal Loss_10587.9,True,10587.92,10587.92,METAL_LOSS,False,4.35,358,10576.04975864643
2960.0,,0.344,-32.06,8.13,10588.2,Metal Loss,External,13.0,0.045,,,0.94,1.69,4:06,,,0.7,153.41,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.49,2041.74,,,,,,,2015,Metal Loss_10588.2,True,10588.2,10588.2,METAL_LOSS,False,4.1,360,10576.328434934065
2960.0,,0.344,-32.33,7.87,10588.47,Cluster,External,45.0,0.155,,,1.85,2.37,4:14,,,0.7,153.4,,,,1160.0,65000.0,,1342.0,1396.33,1938.77,1450.57,2014.08,1450.79,2014.39,0.8,1.74,2015,Cluster_10588.5,True,10588.47,10588.47,CLUSTER,False,4.233333333333333,361,10576.597158497138
2960.0,,0.344,-32.61,7.58,10588.75,Metal Loss,External,16.0,0.055,,,0.51,1.97,4:25,,,0.7,153.4,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.07,2046.71,,,,,,,2015,Metal Loss_10588.8,True,10588.75,10588.75,METAL_LOSS,False,4.416666666666667,362,10576.875834784772
2960.0,,0.344,-32.76,7.44,10588.9,Metal Loss,External,19.0,0.065,,,0.47,0.91,4:30,,,0.7,153.4,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.97,2046.57,,,,,,,2015,Metal Loss_10588.9,True,10588.9,10588.9,METAL_LOSS,False,4.5,363,10577.025125653148
2960.0,,0.344,-32.89,7.3,10589.03,Metal Loss,External,20.0,0.069,,,1.18,2.4,4:37,,,0.7,153.4,,MFL-A/XT,,1160.0,65000.0,,1342.0,1462.49,2030.63,1533.22,2128.84,1534.02,2129.95,0.76,1.84,2015,Metal Loss_10589.0,True,10589.03,10589.03,METAL_LOSS,False,4.616666666666667,364,10577.154511072407
2960.0,,0.344,-39.2,0.99,10595.34,Metal Loss,External,13.0,0.045,,,0.47,1.02,6:32,Recoat,,0.7,153.39,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.74,2047.64,,,,,,,2015,Metal Loss_10595.3,True,10595.34,10595.34,METAL_LOSS,False,6.533333333333333,367,10583.434680268723
2960.0,,0.344,-39.34,0.86,10595.48,Metal Loss,External,35.0,0.12,,,1.02,2.6,6:25,Recoat,,0.7,153.39,,MFL-A/XT,,1160.0,65000.0,,1342.0,1455.43,2020.83,1524.43,2116.63,1527.47,2120.86,0.76,1.82,2015,Metal Loss_10595.5,True,10595.48,10595.48,METAL_LOSS,False,6.416666666666667,368,10583.57401841254
2960.0,,0.344,-39.35,0.85,10595.49,Metal Loss,External,50.0,0.172,,,0.67,2.17,3:47,Recoat,,0.7,153.39,,MFL-A/XT,,1160.0,65000.0,,1342.0,1460.73,2028.18,1529.6,2123.82,1532.8,2128.26,0.76,1.83,2015,Metal Loss_10595.5,True,10595.49,10595.49,METAL_LOSS,False,3.783333333333333,369,10583.583971137099
2970.0,,0.344,-0.8,39.25,10597.14,Metal Loss,External,11.0,0.038,,,0.55,1.89,5:16,Recoat,,0.7,153.39,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_10597.1,True,10597.14,10597.14,METAL_LOSS,False,5.266666666666667,371,10585.228584623064
3010.0,,0.344,-1.01,18.79,10756.35,Metal Loss,External,10.0,0.034,,,0.75,1.46,3:58,,,0.7,153.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_10756.4,True,10756.35,10756.35,METAL_LOSS,False,3.966666666666667,380,10743.986939393939
3220.0,,0.344,-39.28,0.13,11615.85,Metal Loss,External,10.0,0.034,,,0.51,1.42,9:59,near girth weld,,1.0,220.81,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_11615.9,True,11615.85,11615.85,METAL_LOSS,False,9.983333333333333,403,11601.110304491247
3430.0,,0.344,-17.57,22.34,12427.16,Metal Loss Manufacturing,,16.0,0.055,,,2.17,1.73,7:54,,,1.0,285.55,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss Manufacturing_12427.2,True,12427.16,12427.16,METAL_LOSS_MFG,False,7.9,426,12411.285598697394
3680.0,,0.344,-39.2,0.96,13394.44,Metal Loss,External,10.0,0.034,,,0.63,1.22,6:05,,,0.7,164.89,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_13394.4,True,13394.44,13394.44,METAL_LOSS,False,6.083333333333333,456,13377.044780876495
3680.0,,0.344,-39.2,0.96,13394.44,Metal Loss,External,25.0,0.086,,,0.71,3.23,1:43,,,0.7,164.89,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.31,2040.1,1540.82,2139.39,1541.49,2140.32,0.75,1.84,2015,Metal Loss_13394.4,True,13394.44,13394.44,METAL_LOSS,False,1.7166666666666668,457,13377.044780876495
3750.0,,0.344,-35.12,2.34,13645.56,Metal Loss,External,11.0,0.038,,,0.71,1.46,3:40,,,0.7,243.92,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_13645.6,True,13645.56,13645.56,METAL_LOSS,False,3.6666666666666665,467,13628.334982652788
3750.0,,0.344,-35.3,2.16,13645.75,Metal Loss,External,16.0,0.055,,,0.55,1.02,5:19,,,0.7,243.92,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.66,2046.14,,,,,,,2015,Metal Loss_13645.8,True,13645.75,13645.75,METAL_LOSS,False,5.316666666666666,468,13628.525388310649
3810.0,,0.344,-22.48,17.63,13853.79,Metal Loss,External,14.0,0.048,,,1.26,0.79,1:28,,,0.7,214.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,1465.78,2035.2,,,,,,,2015,Metal Loss_13853.8,True,13853.79,13853.79,METAL_LOSS,False,1.4666666666666668,476,13836.077158524427
3810.0,,0.344,-22.62,17.49,13853.93,Metal Loss,External,14.0,0.048,,,0.47,0.94,10:36,,,0.7,214.51,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.53,2047.35,,,,,,,2015,Metal Loss_13853.9,True,13853.93,13853.93,METAL_LOSS,False,10.6,477,13836.216704885344
3850.0,,0.344,-39.07,1.01,14002.02,Metal Loss,External,12.0,0.041,,,0.51,1.26,6:45,,,1.0,197.37,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_14002.0,True,14002.02,14002.02,METAL_LOSS,False,6.75,482,13983.755291916168
4040.0,,0.344,-14.65,25.45,14630.88,Dent,,,,1.2,0.288,27.54,8.38,6:27,,,0.7,74.11,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Dent_14630.9,True,14630.88,14630.88,DENT,False,6.45,504,14611.617133948615
4080.0,,0.344,-10.57,19.06,14751.62,Metal Loss,External,29.0,0.1,,,0.71,1.18,9:41,,,0.7,41.44,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.95,2038.22,1539.19,2137.13,1540.18,2138.5,0.75,1.84,2015,Metal Loss_14751.6,True,14751.62,14751.62,METAL_LOSS,False,9.683333333333334,509,14732.374979743417
4080.0,,0.344,-10.79,18.83,14751.84,Metal Loss,External,29.0,0.1,,,0.83,1.38,9:40,,,0.7,41.41,,MFL-A/XT,,1160.0,65000.0,,1342.0,1465.09,2034.24,1535.92,2132.59,1537.26,2134.44,0.76,1.84,2015,Metal Loss_14751.8,True,14751.84,14751.84,METAL_LOSS,False,9.666666666666666,510,14732.595499662391
4080.0,,0.344,-12.05,17.57,14753.1,Metal Loss,External,19.0,0.065,,,0.67,1.1,2:35,,,0.7,41.27,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.68,2043.39,,,,,,,2015,Metal Loss_14753.1,True,14753.1,14753.1,METAL_LOSS,False,2.5833333333333335,511,14733.858477380149
4080.0,,0.344,-12.31,17.32,14753.35,Cluster,External,16.0,0.055,,,1.64,1.17,2:37,,,0.7,41.25,,,,1160.0,65000.0,,1342.0,1456.91,2022.89,,,,,,,2015,Cluster_14753.4,True,14753.35,14753.35,CLUSTER,False,2.6166666666666667,512,14734.109068197165
4080.0,,0.344,-12.6,17.02,14753.65,Metal Loss,External,22.0,0.076,,,0.98,1.38,2:36,,,0.7,41.22,,MFL-A/XT,,1160.0,65000.0,,1342.0,1465.16,2034.33,1536.2,2132.97,1537.04,2134.14,0.76,1.84,2015,Metal Loss_14753.6,True,14753.65,14753.65,METAL_LOSS,False,2.6,513,14734.409777177583
4080.0,,0.344,-12.86,16.76,14753.91,Metal Loss,External,12.0,0.041,,,0.47,0.94,2:19,,,0.7,41.2,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_14753.9,True,14753.91,14753.91,METAL_LOSS,False,2.3166666666666664,514,14734.67039162728
4080.0,,0.344,-13.93,15.69,14754.98,Metal Loss,External,12.0,0.041,,,2.21,1.18,9:48,,,0.7,41.09,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_14755.0,True,14754.98,14754.98,METAL_LOSS,False,9.8,515,14735.742920324104
4080.0,,0.344,-16.52,13.1,14757.57,Metal Loss,External,11.0,0.038,,,0.94,2.01,9:29,,,0.7,40.9,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_14757.6,True,14757.57,14757.57,METAL_LOSS,False,9.483333333333333,516,14738.339041188387
4140.0,,0.344,-7.02,12.17,14909.43,Metal Loss,External,11.0,0.038,,,0.67,1.18,2:22,,,1.0,40.26,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_14909.4,True,14909.43,14909.43,METAL_LOSS,False,2.3666666666666667,523,14890.136338541668
4150.0,,0.344,-10.59,25.78,14932.19,Metal Loss,External,27.0,0.093,,,0.55,1.3,1:18,,,0.7,41.6,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.53,2043.19,1543.28,2142.81,1543.8,2143.52,0.75,1.85,2015,Metal Loss_14932.2,True,14932.19,14932.19,METAL_LOSS,False,1.3,525,14913.909109155898
4150.0,,0.344,-13.1,23.28,14934.69,Metal Loss,External,14.0,0.048,,,1.89,2.17,12:47,,,0.7,41.8,,MFL-A/XT,,1160.0,65000.0,,1342.0,1455.61,2021.08,,,,,,,2015,Metal Loss_14934.7,True,14934.69,14934.69,METAL_LOSS,False,12.783333333333333,526,14916.64969205389
4160.01,,0.5,-5.57,1.86,14966.41,Metal Loss,External,19.0,0.095,,,0.71,0.83,5:40,,,0.7,42.56,,MFL-A/XT,,1160.0,60000.0,,1800.0,1975.33,2743.51,,,,,,,2015,Metal Loss_14966.4,True,14966.41,14966.41,METAL_LOSS,False,5.666666666666667,540,14948.462615166549
4160.01,,0.5,-5.71,1.72,14966.55,Metal Loss,External,13.0,0.065,,,0.59,0.71,5:47,,,0.7,42.56,,MFL-A/XT,,1160.0,60000.0,,1800.0,1977.87,2747.05,,,,,,,2015,Metal Loss_14966.5,True,14966.55,14966.55,METAL_LOSS,False,5.783333333333333,541,14948.56699503898
4160.01,,0.5,-6.65,0.78,14967.49,Metal Loss,External,19.0,0.095,,,1.69,1.5,5:01,,,0.7,42.56,,MFL-A/XT,,1160.0,60000.0,,1800.0,1956.27,2717.04,,,,,,,2015,Metal Loss_14967.5,True,14967.49,14967.49,METAL_LOSS,False,5.016666666666667,544,14949.267831325302
4160.01,,0.5,-6.67,0.76,14967.51,Metal Loss,External,14.0,0.07,,,2.24,0.71,5:45,,,0.7,42.56,,MFL-A/XT,,1160.0,60000.0,,1800.0,1952.91,2712.38,,,,,,,2015,Metal Loss_14967.5,True,14967.51,14967.51,METAL_LOSS,False,5.75,545,14949.28274273565
4160.01,,0.5,-7.09,0.35,14967.92,Cluster,External,24.0,0.12,,,2.7,3.1,5:49,near girth weld,,0.7,42.56,,,,1160.0,60000.0,,1800.0,1913.9,2658.2,2022.25,2808.69,2031.08,2820.94,0.57,2.42,2015,Cluster_14967.9,True,14967.92,14967.92,CLUSTER,False,5.816666666666666,546,14949.588426647768
4160.01,,0.5,-7.22,0.21,14968.06,Metal Loss,External,10.0,0.05,,,0.79,1.53,7:36,near girth weld,,0.7,42.56,,MFL-A/XT,,1160.0,60000.0,,1800.0,,,,,,,,,2015,Metal Loss_14968.1,True,14968.06,14968.06,METAL_LOSS,False,7.6,547,14949.6928065202
4160.02,,0.5,-0.04,3.77,14968.31,Metal Loss,External,15.0,0.075,,,0.87,1.38,4:12,affecting girth weld,,0.7,42.57,,MFL-A/XT,,1160.0,60000.0,,1800.0,1974.74,2742.69,,,,,,,2015,Metal Loss_14968.3,True,14968.31,14968.31,METAL_LOSS,False,4.2,549,14949.87919914954
4160.02,,0.5,-0.21,3.6,14968.48,Metal Loss,External,12.0,0.06,,,1.69,1.34,6:58,,,0.7,42.57,,MFL-A/XT,,1160.0,60000.0,,1800.0,,,,,,,,,2015,Metal Loss_14968.5,True,14968.48,14968.48,METAL_LOSS,False,6.966666666666667,550,14950.005946137491
4160.02,,0.5,-0.26,3.55,14968.53,Metal Loss,External,19.0,0.095,,,1.34,1.42,7:30,,,0.7,42.57,,MFL-A/XT,,1160.0,60000.0,,1800.0,1964.25,2728.13,,,,,,,2015,Metal Loss_14968.5,True,14968.53,14968.53,METAL_LOSS,False,7.5,551,14950.04322466336
4160.02,,0.5,-0.31,3.5,14968.58,Metal Loss,External,15.0,0.075,,,1.5,1.38,6:03,,,0.7,42.57,,MFL-A/XT,,1160.0,60000.0,,1800.0,1965.26,2729.53,,,,,,,2015,Metal Loss_14968.6,True,14968.58,14968.58,METAL_LOSS,False,6.05,552,14950.080503189229
4160.02,,0.5,-0.56,3.25,14968.83,Metal Loss,External,10.0,0.05,,,1.61,1.65,4:13,,,0.7,42.57,,MFL-A/XT,,1160.0,60000.0,,1800.0,,,,,,,,,2015,Metal Loss_14968.8,True,14968.83,14968.83,METAL_LOSS,False,4.216666666666667,553,14950.26689581857
4160.02,,0.5,-1.14,2.67,14969.41,Metal Loss,External,11.0,0.055,,,0.63,0.59,6:58,,,0.7,42.57,,MFL-A/XT,,1160.0,60000.0,,1800.0,,,,,,,,,2015,Metal Loss_14969.4,True,14969.41,14969.41,METAL_LOSS,False,6.966666666666667,554,14950.699326718639
4160.02,,0.5,-1.36,2.46,14969.63,Metal Loss,External,11.0,0.055,,,0.87,1.22,5:25,,,0.7,42.57,,MFL-A/XT,,1160.0,60000.0,,1800.0,,,,,,,,,2015,Metal Loss_14969.6,True,14969.63,14969.63,METAL_LOSS,False,5.416666666666667,555,14950.86335223246
4160.02,,0.5,-1.54,2.27,14969.81,Cluster,External,26.0,0.13,,,1.93,8.36,4:11,,,0.7,42.57,,,,1160.0,60000.0,,1800.0,1937.39,2690.82,2050.66,2848.14,2050.82,2848.37,0.57,2.46,2015,Cluster_14969.8,True,14969.81,14969.81,CLUSTER,False,4.183333333333334,556,14950.997554925585
4160.02,,0.5,-1.74,2.07,14970.01,Metal Loss,External,15.0,0.075,,,1.02,0.94,6:47,,,0.7,42.57,,MFL-A/XT,,1160.0,60000.0,,1800.0,1972.77,2739.96,,,,,,,2015,Metal Loss_14970.0,True,14970.01,14970.01,METAL_LOSS,False,6.783333333333333,557,14951.146669029058
4160.02,,0.5,-1.85,1.96,14970.12,Metal Loss,External,11.0,0.055,,,1.46,2.99,4:03,,,0.7,42.57,,MFL-A/XT,,1160.0,60000.0,,1800.0,,,,,,,,,2015,Metal Loss_14970.1,True,14970.12,14970.12,METAL_LOSS,False,4.05,558,14951.22868178597
4160.02,,0.5,-1.9,1.91,14970.17,Metal Loss,External,14.0,0.07,,,1.58,1.18,4:46,,,0.7,42.57,,MFL-A/XT,,1160.0,60000.0,,1800.0,1965.15,2729.37,,,,,,,2015,Metal Loss_14970.2,True,14970.17,14970.17,METAL_LOSS,False,4.766666666666667,559,14951.265960311835
4160.02,,0.5,-2.3,1.51,14970.57,Metal Loss,External,10.0,0.05,,,1.3,2.87,4:51,,,0.7,42.58,,MFL-A/XT,,1160.0,60000.0,,1800.0,,,,,,,,,2015,Metal Loss_14970.6,True,14970.57,14970.57,METAL_LOSS,False,4.85,560,14951.564188518782
4160.02,,0.5,-2.31,1.5,14970.58,Metal Loss,External,22.0,0.11,,,1.14,1.34,4:09,,,0.7,42.58,,MFL-A/XT,,1160.0,60000.0,,1800.0,1966.25,2730.9,2084.58,2895.25,2085.64,2896.73,0.56,2.5,2015,Metal Loss_14970.6,True,14970.58,14970.58,METAL_LOSS,False,4.15,561,14951.571644223955
4160.02,,0.5,-3.55,0.26,14971.82,Metal Loss,External,13.0,0.065,,,1.02,1.06,3:52,near girth weld,,0.7,42.57,,MFL-A/XT,,1160.0,60000.0,,1800.0,1973.82,2741.42,,,,,,,2015,Metal Loss_14971.8,True,14971.82,14971.82,METAL_LOSS,False,3.8666666666666667,562,14952.496151665486
4160.02,,0.5,-3.58,0.23,14971.85,Metal Loss,External,13.0,0.065,,,1.14,2.09,2:38,near girth weld,,0.7,42.57,,MFL-A/XT,,1160.0,60000.0,,1800.0,1972.38,2739.42,,,,,,,2015,Metal Loss_14971.9,True,14971.85,14971.85,METAL_LOSS,False,2.6333333333333333,563,14952.518518781008
4190.0,,0.344,-0.09,13.13,14972.17,Metal Loss,External,40.0,0.138,,,0.99,3.03,5:43,near girth weld Recoat,,1.0,42.57,,MFL-A/XT,,1160.0,65000.0,,1342.0,1453.03,2017.5,1521.2,2112.14,1525.05,2117.49,0.76,1.82,2015,Metal Loss_14972.2,True,14972.17,14972.17,METAL_LOSS,False,5.716666666666667,565,14952.779795763994
4190.0,,0.344,-0.26,12.96,14972.34,Metal Loss,External,14.0,0.048,,,0.79,0.59,3:37,Recoat,,1.0,42.57,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.8,2043.55,,,,,,,2015,Metal Loss_14972.3,True,14972.34,14972.34,METAL_LOSS,False,3.6166666666666667,566,14952.949409984873
4190.0,,0.344,-0.27,12.95,14972.35,Metal Loss,External,11.0,0.038,,,0.94,2.36,3:01,Recoat,,1.0,42.57,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_14972.4,True,14972.35,14972.35,METAL_LOSS,False,3.0166666666666666,567,14952.959387291983
4190.0,,0.344,-1.62,11.6,14973.7,Cluster,External,27.0,0.093,,,2.17,3.77,4:51,Recoat,,1.0,42.57,,,,1160.0,65000.0,,1342.0,1422.86,1975.6,1486.1,2063.41,1490.78,2069.91,0.78,1.78,2015,Cluster_14973.7,True,14973.7,14973.7,CLUSTER,False,4.85,568,14954.306323751893
4190.0,,0.344,-2.08,11.14,14974.16,Metal Loss,External,21.0,0.072,,,0.67,1.38,2:58,Recoat,,1.0,42.57,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.13,2042.62,1542.91,2142.29,1543.25,2142.76,0.75,1.85,2015,Metal Loss_14974.2,True,14974.16,14974.16,METAL_LOSS,False,2.966666666666667,569,14954.765279878971
4190.0,,0.344,-2.18,11.04,14974.26,Metal Loss,External,10.0,0.034,,,1.93,2.32,3:47,Recoat,,1.0,42.57,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_14974.3,True,14974.26,14974.26,METAL_LOSS,False,3.783333333333333,570,14954.865052950076
4200.0,,0.344,-30.52,9.52,15015.82,Metal Loss,External,15.0,0.052,,,0.59,1.02,1:55,,,1.0,41.43,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.52,2045.95,,,,,,,2015,Metal Loss_15015.8,True,15015.82,15015.82,METAL_LOSS,False,1.9166666666666665,573,14996.308554307116
4200.0,,0.344,-39.17,0.87,15024.47,Metal Loss,External,11.0,0.038,,,0.87,0.59,5:19,,,1.0,41.34,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_15024.5,True,15024.47,15024.47,METAL_LOSS,False,5.316666666666666,574,15004.932636704118
4200.0,,0.344,-39.18,0.86,15024.48,Metal Loss,External,10.0,0.034,,,0.59,2.48,3:02,,,1.0,41.34,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_15024.5,True,15024.48,15024.48,METAL_LOSS,False,3.033333333333333,575,15004.942606741572
4200.0,,0.344,-39.18,0.86,15024.49,Metal Loss,External,10.0,0.034,,,0.75,1.81,7:56,,,1.0,41.34,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_15024.5,True,15024.49,15024.49,METAL_LOSS,False,7.933333333333334,576,15004.952576779026
4210.0,,0.344,-0.81,39.23,15026.16,Metal Loss,External,11.0,0.038,,,0.83,1.42,12:59,,,0.7,41.32,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_15026.2,True,15026.16,15026.16,METAL_LOSS,False,12.983333333333333,578,15006.61817886585
