run1_idx,run2_idx,joint_number,run1_distance,run2_distance,offset
308.0,102.0,780.0,2310.84,2311.27,0.4299999999998363
309.0,103.0,790.0,2350.86,2351.35,0.4899999999997817
311.0,105.0,800.0,2365.92,2365.88,-0.03999999999996362
313.0,106.0,810.0,2389.72,2389.82,0.1000000000003638
314.0,107.0,820.0,2429.86,2429.86,0.0
315.0,108.0,830.0,2469.96,2469.86,-0.09999999999990905
316.0,109.0,840.0,2510.05,2509.92,-0.13000000000010914
317.0,110.0,850.0,2550.13,2549.96,-0.17000000000007276
318.0,111.0,860.0,2590.23,2590.02,-0.21000000000003638
319.0,112.0,870.0,2630.32,2630.08,-0.24000000000023647
320.0,113.0,880.0,2670.39,2670.11,-0.27999999999974534
321.0,114.0,890.0,2710.45,2710.16,-0.2899999999999636
322.0,115.0,900.0,2750.53,2750.26,-0.2699999999999818
323.0,116.0,910.0,2790.6,2790.34,-0.25999999999976353
324.0,117.0,920.0,2830.64,2830.42,-0.2199999999997999
325.0,118.0,930.0,2870.64,2870.53,-0.10999999999967258
327.0,120.0,940.0,2878.92,2878.59,-0.32999999999992724
328.0,121.0,950.0,2909.7,2909.79,0.09000000000014552
329.0,122.0,960.0,2949.73,2949.78,0.0500000000001819
331.0,123.0,970.0,2989.67,2989.81,0.13999999999987267
341.0,124.0,980.0,3029.46,3029.58,0.11999999999989086
362.0,126.0,990.0,3069.45,3069.62,0.17000000000007276
364.0,128.0,1000.0,3109.4,3109.62,0.2199999999997999
365.0,129.0,1010.0,3147.83,3148.08,0.25
366.0,130.0,1020.0,3187.86,3188.15,0.2899999999999636
367.0,131.0,1030.0,3227.9,3228.27,0.36999999999989086
368.0,132.0,1040.0,3267.93,3268.31,0.38000000000010914
369.0,133.0,1050.0,3307.98,3308.39,0.4099999999998545
372.0,134.0,1060.0,3348.1,3348.46,0.36000000000012733
373.0,135.0,1070.0,3388.15,3388.53,0.38000000000010914
376.0,136.0,1080.0,3428.16,3428.63,0.47000000000025466
377.0,137.0,1090.0,3468.12,3468.67,0.5500000000001819
378.0,138.0,1100.0,3508.11,3508.76,0.650000000000091
379.0,139.0,1110.0,3548.05,3548.87,0.819999999999709
380.0,140.0,1120.0,3588.09,3588.86,0.7699999999999818
381.0,141.0,1130.0,3628.09,3628.88,0.7899999999999636
382.0,142.0,1140.0,3668.09,3668.93,0.8399999999996908
383.0,143.0,1150.0,3708.03,3708.93,0.8999999999996362
384.0,144.0,1160.0,3742.6,3743.6,1.0
385.0,145.0,1170.0,3782.11,3783.21,1.099999999999909
386.0,146.0,1180.0,3822.05,3823.24,1.1899999999995998
387.0,147.0,1190.0,3862.02,3863.29,1.2699999999999818
388.0,148.0,1200.0,3901.98,3903.31,1.3299999999999272
389.0,149.0,1210.0,3941.95,3943.33,1.3800000000001091
390.0,150.0,1220.0,3981.92,3983.39,1.4699999999998
391.0,151.0,1230.0,4021.85,4023.46,1.6100000000001273
392.0,152.0,1240.0,4061.77,4063.6,1.8299999999999272
393.0,153.0,1250.0,4089.87,4091.65,1.7800000000002
394.0,154.0,1260.0,4129.81,4131.8,1.9899999999997817
395.0,155.0,1270.0,4169.72,4171.86,2.139999999999418
396.0,156.0,1280.0,4209.61,4211.84,2.230000000000473
397.0,157.0,1290.0,4249.57,4251.81,2.240000000000691
398.0,158.0,1300.0,4289.56,4291.8,2.2399999999997817
399.0,159.0,1310.0,4329.71,4331.8,2.0900000000001455
400.0,160.0,1320.0,4369.88,4371.82,1.9399999999995998
401.0,161.0,1330.0,4409.94,4411.8,1.860000000000582
402.0,162.0,1340.0,4450.01,4451.84,1.8299999999999272
403.0,163.0,1350.0,4490.05,4491.84,1.7899999999999636
404.0,164.0,1360.0,4530.09,4531.86,1.769999999999527
406.0,165.0,1370.0,4570.15,4571.9,1.75
408.0,166.0,1380.0,4610.18,4611.9,1.7199999999993452
409.0,167.0,1390.0,4650.21,4651.91,1.699999999999818
410.0,168.0,1400.0,4690.15,4691.76,1.610000000000582
411.0,169.0,1410.0,4730.12,4731.85,1.730000000000473
412.0,170.0,1420.0,4770.09,4771.94,1.8499999999994543
413.0,171.0,1430.0,4810.08,4811.94,1.8599999999996726
414.0,172.0,1440.0,4850.01,4851.93,1.9200000000000728
415.0,173.0,1450.0,4890.05,4891.97,1.9200000000000728
416.0,174.0,1460.0,4918.04,4919.95,1.9099999999998545
418.0,175.0,1470.0,4957.91,4959.83,1.9200000000000728
419.0,176.0,1480.0,4997.71,4999.69,1.9799999999995634
421.0,177.0,1490.0,5034.22,5036.21,1.9899999999997817
422.0,178.0,1500.0,5074.25,5076.28,2.0299999999997453
423.0,179.0,1510.0,5104.73,5106.79,2.0600000000004
424.0,180.0,1520.0,5144.75,5146.85,2.100000000000364
425.0,181.0,1530.0,5184.86,5186.99,2.130000000000109
427.0,183.0,1540.0,5223.59,5225.78,2.1899999999996
428.0,184.0,1550.0,5263.65,5265.88,2.230000000000473
431.0,185.0,1560.0,5303.53,5305.93,2.4000000000005457
433.0,186.0,1570.0,5343.56,5346.04,2.4799999999995634
451.0,187.0,1580.0,5383.67,5386.2,2.5299999999997453
452.0,188.0,1590.0,5423.7,5426.28,2.5799999999999272
453.0,189.0,1600.0,5446.59,5449.19,2.5999999999994543
456.0,190.0,1610.0,5486.66,5489.32,2.6599999999998545
457.0,191.0,1620.0,5526.72,5529.39,2.6700000000000728
458.0,192.0,1630.0,5549.67,5552.35,2.680000000000291
459.0,193.0,1640.0,5589.75,5592.44,2.6899999999996
460.0,194.0,1650.0,5605.04,5607.75,2.7100000000000364
461.0,195.0,1660.0,5645.08,5647.81,2.730000000000473
462.0,196.0,1670.0,5685.11,5687.87,2.7600000000002183
463.0,197.0,1680.0,5725.11,5727.92,2.8100000000004
464.0,198.0,1690.0,5751.59,5754.37,2.7799999999997453
465.0,199.0,1700.0,5791.63,5794.37,2.7399999999997817
467.0,200.0,1710.0,5831.64,5834.42,2.7799999999997453
468.0,201.0,1720.0,5871.65,5874.45,2.800000000000182
469.0,202.0,1730.0,5911.65,5914.54,2.8900000000003274
470.0,203.0,1740.0,5951.63,5954.62,2.9899999999997817
471.0,204.0,1750.0,5991.61,5994.65,3.0399999999999636
472.0,205.0,1760.0,6031.65,6034.71,3.0600000000004
473.0,206.0,1770.0,6068.56,6071.64,3.0799999999999272
474.0,207.0,1780.0,6108.59,6111.68,3.0900000000001455
475.0,208.0,1790.0,6148.61,6151.73,3.119999999999891
476.0,209.0,1800.0,6188.61,6191.74,3.130000000000109
477.0,210.0,1810.0,6228.63,6231.78,3.149999999999636
478.0,211.0,1820.0,6268.74,6271.85,3.110000000000582
479.0,212.0,1830.0,6308.97,6311.77,2.800000000000182
480.0,213.0,1840.0,6349.05,6351.91,2.8599999999996726
481.0,214.0,1850.0,6389.1,6392.02,2.9200000000000728
482.0,215.0,1860.0,6408.47,6411.38,2.9099999999998545
483.0,216.0,1870.0,6448.38,6451.32,2.9399999999996
484.0,217.0,1880.0,6488.37,6491.33,2.9600000000000364
485.0,218.0,1890.0,6528.36,6531.29,2.930000000000291
486.0,219.0,1900.0,6568.34,6571.3,2.9600000000000364
487.0,220.0,1910.0,6608.32,6611.29,2.9700000000002547
488.0,221.0,1920.0,6648.28,6651.22,2.9400000000005093
489.0,222.0,1930.0,6688.26,6691.21,2.949999999999818
490.0,223.0,1940.0,6728.16,6731.14,2.980000000000473
491.0,224.0,1950.0,6768.1,6771.13,3.0299999999997453
492.0,225.0,1960.0,6800.01,6803.11,3.0999999999994543
493.0,226.0,1970.0,6839.98,6843.2,3.2200000000002547
494.0,227.0,1980.0,6860.61,6863.86,3.25
495.0,228.0,1990.0,6900.58,6903.85,3.2700000000004366
498.0,229.0,2000.0,6940.56,6943.85,3.2899999999999636
501.0,230.0,2010.0,6980.48,6983.77,3.290000000000873
502.0,231.0,2020.0,7013.31,7016.64,3.3299999999999272
504.0,232.0,2030.0,7053.25,7056.65,3.399999999999636
505.0,233.0,2040.0,7093.24,7096.68,3.4400000000005093
506.0,234.0,2050.0,7133.2,7136.64,3.4400000000005093
507.0,235.0,2060.0,7173.17,7176.67,3.5
508.0,236.0,2070.0,7213.06,7216.73,3.6699999999991633
509.0,237.0,2080.0,7253.1,7256.79,3.6899999999996
510.0,238.0,2090.0,7293.07,7296.84,3.7700000000004366
513.0,241.0,2100.0,7333.11,7336.88,3.7700000000004366
514.0,242.0,2110.0,7373.12,7376.98,3.8599999999996726
515.0,243.0,2120.0,7413.01,7417.07,4.059999999999491
516.0,244.0,2130.0,7452.96,7457.04,4.079999999999927
517.0,245.0,2140.0,7492.89,7497.1,4.210000000000036
518.0,246.0,2150.0,7532.87,7537.23,4.359999999999673
519.0,247.0,2160.0,7572.84,7577.32,4.479999999999563
520.0,248.0,2170.0,7612.71,7617.42,4.710000000000036
525.0,249.0,2180.0,7652.58,7657.51,4.930000000000291
526.0,250.0,2190.0,7692.53,7697.63,5.100000000000364
527.0,251.0,2200.0,7732.39,7737.73,5.339999999999236
528.0,252.0,2210.0,7772.29,7777.78,5.489999999999782
529.0,253.0,2220.0,7783.18,7788.68,5.5
530.0,254.0,2230.0,7823.12,7828.78,5.6599999999998545
531.0,255.0,2240.0,7863.12,7868.87,5.75
532.0,256.0,2250.0,7903.06,7908.95,5.889999999999418
533.0,257.0,2260.0,7942.72,7948.8,6.079999999999927
534.0,258.0,2270.0,7982.61,7988.9,6.289999999999964
535.0,259.0,2280.0,8022.5,8029.06,6.5600000000004
536.0,260.0,2290.0,8062.45,8069.19,6.739999999999782
537.0,261.0,2300.0,8102.44,8109.22,6.780000000000655
538.0,262.0,2310.0,8142.43,8149.3,6.869999999999891
539.0,263.0,2320.0,8182.43,8189.36,6.9299999999993815
540.0,264.0,2330.0,8222.36,8229.44,7.079999999999927
541.0,265.0,2340.0,8262.31,8269.53,7.220000000001164
542.0,266.0,2350.0,8302.32,8309.59,7.270000000000437
543.0,267.0,2360.0,8342.32,8349.7,7.380000000001019
544.0,269.0,2370.0,8382.27,8389.73,7.459999999999127
546.0,270.0,2380.0,8422.32,8429.85,7.530000000000655
547.0,271.0,2390.0,8447.44,8455.03,7.5900000000001455
548.0,272.0,2400.0,8487.44,8495.11,7.670000000000073
549.0,273.0,2410.0,8527.47,8535.2,7.730000000001382
550.0,274.0,2420.0,8567.45,8575.28,7.829999999999927
551.0,275.0,2430.0,8607.42,8615.33,7.9099999999998545
552.0,276.0,2440.0,8647.32,8655.39,8.069999999999709
553.0,277.0,2450.0,8686.05,8694.21,8.159999999999854
555.0,278.0,2460.0,8725.97,8734.21,8.239999999999782
556.0,279.0,2470.0,8765.89,8774.28,8.390000000001237
557.0,280.0,2480.0,8805.81,8814.34,8.530000000000655
558.0,281.0,2490.0,8845.69,8854.31,8.619999999998981
559.0,282.0,2500.0,8885.64,8894.31,8.670000000000073
562.0,283.0,2510.0,8925.56,8934.36,8.800000000001091
563.0,284.0,2520.0,8963.32,8972.21,8.889999999999418
564.0,285.0,2530.0,9003.4,9012.46,9.05999999999949
565.0,286.0,2540.0,9043.4,9052.64,9.239999999999782
566.0,287.0,2550.0,9083.38,9092.72,9.340000000000146
567.0,288.0,2560.0,9123.35,9132.76,9.409999999999854
568.0,289.0,2570.0,9163.29,9172.79,9.5
569.0,290.0,2580.0,9203.22,9212.83,9.610000000000582
570.0,291.0,2590.0,9243.19,9252.81,9.619999999998981
571.0,292.0,2600.0,9283.21,9292.73,9.520000000000437
573.0,294.0,2610.0,9323.26,9332.89,9.6299999999992
574.0,295.0,2620.0,9363.32,9373.09,9.770000000000437
575.0,296.0,2630.0,9403.23,9412.95,9.720000000001164
577.0,298.0,2640.0,9414.71,9423.94,9.230000000001382
578.0,307.0,2650.0,9454.77,9464.58,9.80999999999949
579.0,308.0,2660.0,9471.61,9481.55,9.93999999999869
581.0,309.0,2670.0,9492.12,9502.04,9.920000000000073
582.0,310.0,2680.0,9532.22,9542.13,9.909999999999854
583.0,311.0,2690.0,9572.29,9582.24,9.949999999998909
584.0,312.0,2700.0,9612.32,9622.29,9.970000000001164
585.0,313.0,2710.0,9652.34,9662.34,10.0
586.0,314.0,2720.0,9688.93,9698.96,10.029999999998836
587.0,315.0,2730.0,9728.98,9739.09,10.110000000000582
588.0,316.0,2740.0,9768.99,9779.3,10.30999999999949
590.0,318.0,2750.0,9777.36,9787.19,9.829999999999927
591.0,319.0,2760.0,9792.35,9802.28,9.930000000000291
592.0,324.0,2770.0,9832.35,9842.33,9.979999999999563
593.0,326.0,2780.0,9869.99,9880.1,10.110000000000582
594.0,327.0,2790.0,9910.0,9920.18,10.180000000000291
595.0,328.0,2800.0,9949.99,9960.23,10.239999999999782
596.0,329.0,2810.0,9989.97,10000.25,10.280000000000655
597.0,330.0,2820.0,10029.99,10040.32,10.329999999999927
598.0,331.0,2830.0,10070.24,10080.65,10.409999999999854
599.0,333.0,2840.0,10110.48,10121.04,10.56000000000131
600.0,334.0,2850.0,10123.92,10134.53,10.610000000000582
601.0,335.0,2860.0,10163.9,10174.6,10.700000000000728
603.0,336.0,2870.0,10203.94,10214.78,10.840000000000146
604.0,337.0,2880.0,10243.98,10254.92,10.94000000000051
605.0,338.0,2890.0,10284.03,10295.13,11.099999999998545
606.0,339.0,2900.0,10324.04,10335.22,11.179999999998472
607.0,340.0,2910.0,10364.04,10375.3,11.2599999999984
608.0,341.0,2920.0,10384.56,10395.84,11.280000000000655
611.0,342.0,2930.0,10424.46,10435.89,11.430000000000291
613.0,344.0,2940.0,10464.47,10475.98,11.510000000000218
614.0,346.0,2950.0,10504.41,10516.03,11.6200000000008
616.0,347.0,2960.0,10544.42,10556.14,11.719999999999345
622.0,370.0,2970.0,10584.42,10596.33,11.909999999999854
625.0,375.0,2980.0,10624.41,10636.39,11.979999999999563
626.0,376.0,2990.0,10664.32,10676.48,12.159999999999854
627.0,377.0,3000.0,10704.25,10716.58,12.329999999999927
628.0,378.0,3010.0,10742.98,10755.34,12.360000000000582
630.0,381.0,3020.0,10762.72,10775.14,12.420000000000073
631.0,382.0,3030.0,10802.85,10815.48,12.6299999999992
632.0,383.0,3040.0,10842.83,10855.52,12.69000000000051
633.0,384.0,3050.0,10882.82,10895.55,12.729999999999563
634.0,385.0,3060.0,10922.74,10935.57,12.829999999999927
635.0,386.0,3070.0,10962.69,10975.62,12.930000000000291
636.0,387.0,3080.0,11002.66,11015.67,13.010000000000218
637.0,388.0,3090.0,11042.63,11055.71,13.079999999999927
639.0,390.0,3100.0,11082.6,11095.72,13.119999999998981
640.0,391.0,3110.0,11122.54,11135.74,13.199999999998909
641.0,392.0,3120.0,11162.41,11175.73,13.319999999999709
642.0,393.0,3130.0,11202.37,11215.76,13.389999999999418
643.0,394.0,3140.0,11242.31,11255.83,13.520000000000437
644.0,395.0,3150.0,11282.22,11295.9,13.680000000000291
645.0,396.0,3160.0,11322.21,11335.96,13.75
646.0,397.0,3170.0,11362.19,11376.04,13.850000000000364
647.0,398.0,3180.0,11402.14,11416.08,13.94000000000051
648.0,399.0,3190.0,11442.11,11456.24,14.1299999999992
649.0,400.0,3200.0,11482.02,11496.38,14.359999999998763
650.0,401.0,3210.0,11521.94,11536.46,14.519999999998618
651.0,402.0,3220.0,11561.92,11576.56,14.639999999999418
652.0,404.0,3230.0,11601.23,11615.97,14.739999999999782
653.0,405.0,3240.0,11641.02,11655.8,14.779999999998836
654.0,406.0,3250.0,11680.96,11695.83,14.8700000000008
655.0,407.0,3260.0,11720.88,11735.85,14.970000000001164
656.0,408.0,3270.0,11760.82,11775.89,15.069999999999709
657.0,409.0,3280.0,11800.88,11815.91,15.030000000000655
658.0,410.0,3290.0,11840.74,11855.91,15.170000000000073
659.0,411.0,3300.0,11880.7,11895.94,15.239999999999782
660.0,412.0,3310.0,11920.74,11936.0,15.260000000000218
661.0,413.0,3320.0,11960.71,11976.04,15.330000000001746
662.0,414.0,3330.0,12000.69,12016.1,15.409999999999854
663.0,415.0,3340.0,12040.63,12056.09,15.460000000000946
664.0,416.0,3350.0,12080.55,12096.09,15.540000000000873
665.0,417.0,3360.0,12120.5,12136.11,15.610000000000582
666.0,418.0,3370.0,12160.45,12176.05,15.599999999998545
668.0,420.0,3380.0,12200.4,12216.01,15.610000000000582
669.0,421.0,3390.0,12240.32,12256.05,15.729999999999563
670.0,422.0,3400.0,12280.29,12296.1,15.80999999999949
671.0,423.0,3410.0,12320.26,12336.12,15.860000000000582
672.0,424.0,3420.0,12360.22,12376.08,15.860000000000582
674.0,425.0,3430.0,12393.72,12409.59,15.8700000000008
675.0,427.0,3440.0,12433.63,12449.51,15.880000000001019
676.0,428.0,3450.0,12473.56,12489.48,15.920000000000073
677.0,429.0,3460.0,12513.51,12529.5,15.989999999999782
678.0,430.0,3470.0,12553.39,12569.49,16.100000000000364
679.0,431.0,3480.0,12581.14,12597.28,16.140000000001237
680.0,432.0,3490.0,12621.19,12637.46,16.269999999998618
682.0,434.0,3500.0,12634.45,12650.16,15.709999999999127
683.0,435.0,3510.0,12663.2,12679.07,15.869999999998981
684.0,436.0,3520.0,12703.06,12719.12,16.06000000000131
685.0,437.0,3530.0,12742.98,12759.17,16.19000000000051
686.0,438.0,3540.0,12782.96,12799.18,16.220000000001164
687.0,439.0,3550.0,12822.92,12839.18,16.26000000000022
688.0,440.0,3560.0,12862.87,12879.25,16.3799999999992
689.0,441.0,3570.0,12902.81,12919.27,16.460000000000946
690.0,442.0,3580.0,12942.84,12959.37,16.530000000000655
691.0,443.0,3590.0,12982.69,12999.29,16.600000000000364
692.0,444.0,3600.0,13018.42,13035.04,16.6200000000008
693.0,445.0,3610.0,13058.31,13075.02,16.710000000000946
694.0,446.0,3620.0,13098.3,13115.05,16.75
695.0,447.0,3630.0,13138.29,13155.1,16.80999999999949
699.0,451.0,3640.0,13178.28,13195.16,16.8799999999992
700.0,452.0,3650.0,13218.22,13235.17,16.950000000000728
701.0,453.0,3660.0,13258.21,13275.22,17.01000000000022
702.0,454.0,3670.0,13298.08,13315.19,17.110000000000582
703.0,455.0,3680.0,13338.04,13355.24,17.19999999999891
704.0,458.0,3690.0,13378.0,13395.4,17.399999999999636
706.0,460.0,3700.0,13393.08,13409.71,16.6299999999992
708.0,461.0,3710.0,13433.1,13450.09,16.98999999999978
709.0,462.0,3720.0,13473.1,13490.17,17.06999999999971
710.0,463.0,3730.0,13513.06,13530.24,17.18000000000029
711.0,464.0,3740.0,13553.08,13570.27,17.19000000000051
712.0,465.0,3750.0,13593.14,13610.44,17.30000000000109
713.0,469.0,3760.0,13630.69,13647.91,17.219999999999345
714.0,470.0,3770.0,13669.57,13686.89,17.31999999999971
715.0,471.0,3780.0,13709.48,13726.94,17.460000000000946
716.0,472.0,3790.0,13733.76,13751.23,17.469999999999345
717.0,473.0,3800.0,13773.69,13791.16,17.469999999999345
718.0,474.0,3810.0,13813.67,13831.31,17.639999999999418
720.0,478.0,3820.0,13853.66,13871.43,17.770000000000437
721.0,479.0,3830.0,13893.67,13911.58,17.909999999999854
722.0,480.0,3840.0,13933.62,13951.67,18.049999999999272
723.0,481.0,3850.0,13944.89,13962.95,18.06000000000131
724.0,483.0,3860.0,13984.76,14003.03,18.270000000000437
725.0,484.0,3870.0,14011.82,14030.23,18.409999999999854
727.0,486.0,3880.0,14026.52,14044.12,17.600000000000364
728.0,487.0,3890.0,14039.38,14057.38,18.0
729.0,488.0,3900.0,14079.39,14097.51,18.1200000000008
730.0,489.0,3910.0,14119.36,14137.56,18.19999999999891
731.0,490.0,3920.0,14159.41,14177.74,18.329999999999927
733.0,492.0,3930.0,14174.14,14192.65,18.51000000000022
734.0,493.0,3940.0,14196.75,14215.54,18.790000000000873
735.0,494.0,3950.0,14236.85,14255.62,18.770000000000437
736.0,495.0,3960.0,14277.08,14295.73,18.649999999999636
737.0,496.0,3970.0,14317.04,14335.77,18.729999999999563
738.0,497.0,3980.0,14356.99,14375.79,18.80000000000109
739.0,498.0,3990.0,14397.0,14415.89,18.889999999999418
740.0,499.0,4000.0,14437.0,14455.91,18.909999999999854
741.0,500.0,4010.0,14477.02,14495.99,18.969999999999345
742.0,501.0,4020.0,14516.97,14536.06,19.090000000000146
743.0,502.0,4030.0,14557.02,14576.18,19.159999999999854
744.0,503.0,4040.0,14597.01,14616.24,19.229999999999563
745.0,505.0,4050.0,14637.01,14656.33,19.31999999999971
746.0,506.0,4060.0,14677.04,14696.18,19.139999999999418
747.0,507.0,4070.0,14683.91,14703.07,19.159999999999854
748.0,508.0,4080.0,14721.78,14741.05,19.269999999998618
749.0,517.0,4090.0,14751.47,14770.67,19.200000000000728
750.0,518.0,4100.0,14757.51,14776.84,19.329999999999927
751.0,519.0,4110.0,14797.06,14816.3,19.23999999999978
752.0,520.0,4120.0,14837.09,14856.33,19.23999999999978
753.0,521.0,4130.0,14877.13,14896.33,19.200000000000728
754.0,522.0,4140.0,14883.11,14902.4,19.289999999999054
755.0,524.0,4150.0,14902.3,14921.6,19.30000000000109
758.0,529.0,4160.0,14942.17,14957.97,15.799999999999272
770.0,564.0,4190.0,14952.69,14972.08,19.389999999999418
772.0,572.0,4200.0,14965.88,14985.3,19.420000000000073
773.0,577.0,4210.0,15005.81,15025.35,19.540000000000873
776.0,592.0,4220.0,15045.75,15065.38,19.6299999999992
786.0,622.0,4230.0,15085.66,15105.49,19.829999999999927
788.0,624.0,4240.0,15125.56,15145.46,19.899999999999636
789.0,628.0,4250.0,15165.45,15185.39,19.93999999999869
790.0,630.0,4260.0,15205.28,15225.33,20.049999999999272
791.0,632.0,4270.0,15244.57,15264.67,20.100000000000364
792.0,637.0,4280.0,15255.45,15275.56,20.109999999998763
793.0,638.0,4290.0,15265.43,15285.68,20.25
795.0,640.0,4300.0,15274.9,15294.95,20.05000000000109
797.0,642.0,4310.0,15291.49,15312.24,20.75
799.0,644.0,4320.0,15300.06,15320.25,20.19000000000051
800.0,645.0,4330.0,15320.52,15341.07,20.549999999999272
802.0,647.0,4340.0,15332.91,15352.78,19.8700000000008
804.0,650.0,4350.0,15345.9,15366.31,20.409999999999854
806.0,652.0,4360.0,15354.94,15375.09,20.149999999999636
808.0,655.0,4370.0,15366.89,15387.56,20.670000000000073
813.0,660.0,4400.0,15443.34,15464.3,20.959999999999127
814.0,661.0,4410.0,15483.48,15504.34,20.860000000000582
815.0,663.0,4420.0,15523.62,15544.4,20.779999999998836
816.0,664.0,4430.0,15563.57,15584.42,20.850000000000364
818.0,666.0,4440.0,15603.59,15624.49,20.899999999999636
819.0,667.0,4450.0,15643.63,15664.67,21.040000000000873
820.0,668.0,4460.0,15683.66,15704.83,21.170000000000073
822.0,669.0,4470.0,15723.64,15744.92,21.280000000000655
823.0,670.0,4480.0,15763.51,15784.93,21.420000000000073
824.0,671.0,4490.0,15803.52,15824.95,21.43000000000029
825.0,672.0,4500.0,15838.3,15859.81,21.51000000000022
826.0,674.0,4510.0,15878.27,15899.73,21.459999999999127
827.0,675.0,4520.0,15918.28,15939.81,21.529999999998836
829.0,676.0,4530.0,15958.36,15979.91,21.549999999999272
830.0,677.0,4540.0,15998.39,16020.03,21.640000000001237
833.0,679.0,4550.0,16038.27,16060.0,21.729999999999563
834.0,680.0,4560.0,16077.27,16099.07,21.799999999999272
835.0,681.0,4570.0,16117.25,16139.14,21.889999999999418
