joint_number,joint_length,wall_thickness,dist_upstream_weld,log_distance,elevation,event_type,depth_percent,id_reduction,length,width,burst_mop,clock_position,orientation,comments,event_type_normalized,is_reference,is_anomaly,clock_decimal,original_index
,,0.344,-15.03,32927.13,749.5958,metal loss,19.0,,1.46,0.75,,6:53,External,,METAL_LOSS,False,True,6.883333333333333,1445
,,0.344,-16.2,32928.3,749.5687,Cluster,14.0,,2.57,5.09,,7:17,External,,CLUSTER,False,True,7.283333333333333,1446
,,0.344,-39.04,33031.11,747.9919,Cluster,10.0,,2.95,5.63,,7:25,External,,CLUSTER,False,True,7.416666666666667,1450
,,0.344,-0.79,33032.88,747.9696,Cluster,10.0,,0.88,2.51,,3:34,External,,CLUSTER,False,True,3.5666666666666664,1453
,,0.344,-38.72,33190.85,746.5087,metal loss,11.0,,3.66,7.36,,7:24,External,,METAL_LOSS,False,True,7.4,1458
,,0.344,-32.28,33304.46,744.7818,Cluster,28.0,,4.36,6.72,1.7,11:47,External,,CLUSTER,False,True,11.783333333333333,1462
,,0.344,-32.8,33304.98,744.7765,Cluster,11.0,,3.67,5.55,,11:35,External,,CLUSTER,False,True,11.583333333333334,1463
,,0.344,-23.38,33374.95,744.1882,Cluster,23.0,,3.55,1.91,1.76,6:10,External,,CLUSTER,False,True,6.166666666666667,1466
,,0.344,-29.78,33381.36,744.1271,Cluster,31.0,,1.76,1.32,1.82,5:32,External,,CLUSTER,False,True,5.533333333333333,1467
,,0.344,-30.26,33381.84,744.1223,Cluster,29.0,,4.33,4.63,1.69,5:24,External,,CLUSTER,False,True,5.4,1468
,,0.344,-31.6,33383.18,744.1089,Cluster,13.0,,4.98,1.64,,5:52,External,,CLUSTER,False,True,5.866666666666667,1469
,,0.344,-14.08,33405.66,743.7271,metal loss,15.0,,2.05,1.5,,4:30,External,,METAL_LOSS,False,True,4.5,1472
,,0.344,-14.38,33405.96,743.7201,metal loss,10.0,,1.69,1.58,,4:20,External,,METAL_LOSS,False,True,4.333333333333333,1473
,,0.344,-8.58,33480.23,742.2106,Cluster,26.0,,3.61,3.29,1.74,12:28,External,,CLUSTER,False,True,12.466666666666667,1478
,,0.344,-9.4,33481.04,742.1967,metal loss,15.0,,0.79,0.71,,10:56,External,,METAL_LOSS,False,True,10.933333333333334,1480
,,0.344,-0.65,33512.3,742.0768,Cluster,33.0,,4.28,21.68,1.66,5:03,External,,CLUSTER,False,True,5.05,1482
,,0.344,-0.74,33592.28,742.8578,Cluster,25.0,,4.87,17.39,1.7,4:46,External,,CLUSTER,False,True,4.766666666666667,1485
,,0.344,-7.35,33638.82,742.6487,metal loss,10.0,,2.99,0.67,,2:35,External,,METAL_LOSS,False,True,2.5833333333333335,1487
,,0.344,-38.93,33670.4,742.2473,Cluster,10.0,,2.71,8.94,,6:53,External,,CLUSTER,False,True,6.883333333333333,1488
,,0.344,-0.78,33817.11,737.7441,metal loss,36.0,,0.91,8.35,1.86,12:26,External,,METAL_LOSS,False,True,12.433333333333334,1496
,,0.344,-36.73,33853.06,738.0195,metal loss,10.0,,1.1,1.18,,11:57,External,,METAL_LOSS,False,True,11.95,1497
,,0.344,-12.79,33949.1,736.746,metal loss,13.0,,2.84,2.36,,4:01,External,,METAL_LOSS,False,True,4.016666666666667,1503
,,0.344,-38.98,33975.28,736.1627,metal loss,18.0,,3.7,0.87,,9:10,External,,METAL_LOSS,False,True,9.166666666666666,1504
,,0.344,-39.02,33975.32,736.1619,Cluster,10.0,,2.64,8.5,,7:27,External,,CLUSTER,False,True,7.45,1505
,,0.344,-39.08,33975.39,736.1604,Cluster,16.0,,2.63,7.23,,9:43,External,,CLUSTER,False,True,9.716666666666667,1506
,,0.344,-8.15,34024.54,735.0509,Cluster,18.0,,4.12,3.94,,6:25,Internal,,CLUSTER,False,True,6.416666666666667,1509
,,0.344,-8.66,34025.04,735.0451,Cluster,25.0,,2.81,3.37,1.79,6:19,Internal,,CLUSTER,False,True,6.316666666666666,1510
,,0.344,-39.18,34055.57,734.6328,metal loss,21.0,,1.38,4.41,1.86,10:28,External,,METAL_LOSS,False,True,10.466666666666667,1511
,,0.344,-0.77,34057.22,734.6066,metal loss,11.0,,0.71,0.67,,10:43,External,,METAL_LOSS,False,True,10.716666666666667,1513
,,0.344,-0.71,34137.11,733.6085,Cluster,22.0,,2.92,11.5,1.8,6:35,External,,CLUSTER,False,True,6.583333333333333,1516
,,0.344,-0.72,34137.13,733.6084,Cluster,19.0,,2.6,14.89,,3:40,External,,CLUSTER,False,True,3.6666666666666665,1517
,,0.344,-0.75,34137.15,733.6083,metal loss,14.0,,2.72,3.5,,2:39,External,,METAL_LOSS,False,True,2.65,1518
,,0.344,-21.29,34859.79,722.8022,metal loss-manufacturing anomaly,15.0,,0.59,0.87,,6:58,,,METAL_LOSS_MFG,False,True,6.966666666666667,1537
,,0.344,-22.81,34861.31,722.7324,metal loss-manufacturing anomaly,17.0,,0.71,0.71,,10:50,,,METAL_LOSS_MFG,False,True,10.833333333333334,1538
,,0.344,-0.8,34919.27,720.0421,Cluster,10.0,,0.61,3.27,,11:18,External,,CLUSTER,False,True,11.3,1541
,,0.344,-0.85,35581.29,720.0574,metal loss,15.0,,0.83,1.06,,5:59,External,,METAL_LOSS,False,True,5.983333333333333,1561
,,0.344,-18.23,35798.42,721.1338,metal loss-manufacturing anomaly,18.0,,0.47,0.71,,6:16,,,METAL_LOSS_MFG,False,True,6.266666666666667,1567
,,0.344,-0.51,35820.7,721.0735,Cluster,32.0,,4.37,2.54,1.66,4:02,External,,CLUSTER,False,True,4.033333333333333,1569
,,0.344,-0.66,35820.85,721.0733,metal loss,18.0,,2.28,9.8,,4:54,External,,METAL_LOSS,False,True,4.9,1570
,,0.344,-0.71,35820.89,721.0732,Cluster,22.0,,1.6,7.23,1.85,8:16,External,,CLUSTER,False,True,8.266666666666667,1571
,,0.344,-0.74,35820.93,721.0731,metal loss,13.0,,0.71,1.69,,10:53,External,,METAL_LOSS,False,True,10.883333333333333,1572
,,0.344,-0.85,36460.28,719.5979,metal loss-manufacturing anomaly,10.0,,1.02,0.71,,6:58,,,METAL_LOSS_MFG,False,True,6.966666666666667,1589
,,0.344,-34.12,38383.95,741.9433,metal loss-manufacturing anomaly,16.0,,3.78,2.52,,9:43,,,METAL_LOSS_MFG,False,True,9.716666666666667,1651
,,0.344,-28.08,39144.72,678.0669,metal loss,10.0,,0.98,1.18,,6:32,External,,METAL_LOSS,False,True,6.533333333333333,1672
,,0.344,-21.94,39334.75,672.6224,Cluster,16.0,,4.36,8.99,,5:25,External,,CLUSTER,False,True,5.416666666666667,1683
,,0.344,-0.03,39335.7,672.5915,Cluster,10.0,,2.33,12.3,,2:06,External,,CLUSTER,False,True,2.1,1685
,,0.344,-0.07,39592.67,676.6229,Cluster,25.0,,4.07,6.33,1.73,8:40,External,,CLUSTER,False,True,8.666666666666666,1699
,,0.344,-2.17,39747.57,698.3476,metal loss,11.0,,1.42,1.34,,4:10,External,,METAL_LOSS,False,True,4.166666666666667,1710
,,0.344,-18.92,40008.62,717.7519,metal loss-manufacturing anomaly,10.0,,1.46,0.71,,5:02,,,METAL_LOSS_MFG,False,True,5.033333333333333,1721
,,0.344,-19.8,40009.5,717.7555,metal loss-manufacturing anomaly,10.0,,0.59,0.71,,8:37,,,METAL_LOSS_MFG,False,True,8.616666666666667,1722
,,0.344,-39.01,40668.73,714.1151,Cluster,18.0,,1.97,1.47,,7:57,External,,CLUSTER,False,True,7.95,1739
,,0.344,-20.98,41131.05,710.941,metal loss-manufacturing anomaly,14.0,,3.66,1.02,,10:09,,,METAL_LOSS_MFG,False,True,10.15,1758
,,0.344,-17.77,41163.99,711.6486,metal loss-manufacturing anomaly,12.0,,4.17,1.77,,2:09,,,METAL_LOSS_MFG,False,True,2.15,1760
,,0.344,-19.55,41165.77,711.6819,metal loss-manufacturing anomaly,16.0,,0.59,0.63,,8:12,,,METAL_LOSS_MFG,False,True,8.2,1761
,,0.344,-20.75,41166.98,711.7044,metal loss-manufacturing anomaly,11.0,,3.78,1.42,,2:06,,,METAL_LOSS_MFG,False,True,2.1,1762
,,0.344,-24.07,41170.29,711.7665,metal loss-manufacturing anomaly,30.0,,3.82,5.55,,1:54,,,METAL_LOSS_MFG,False,True,1.9,1763
,,0.344,-28.33,41174.55,711.8432,metal loss-manufacturing anomaly,11.0,,0.47,0.59,,11:58,,,METAL_LOSS_MFG,False,True,11.966666666666667,1764
,,0.344,-0.72,41466.16,710.3511,Cluster,29.0,,5.0,10.54,1.66,4:44,External,,CLUSTER,False,True,4.733333333333333,1773
,,0.344,-0.73,41466.18,710.3507,Cluster,21.0,,5.56,2.58,1.72,6:45,External,,CLUSTER,False,True,6.75,1774
,,0.344,-0.82,41466.26,710.3486,Cluster,14.0,,0.97,3.27,,3:19,External,,CLUSTER,False,True,3.3166666666666664,1775
,,0.344,-20.52,41485.96,709.7136,Cluster,15.0,,4.38,3.16,,9:33,External,,CLUSTER,False,True,9.55,1776
,,0.344,-20.8,41486.24,709.7041,Cluster,17.0,,2.56,2.39,,10:16,External,,CLUSTER,False,True,10.266666666666667,1777
,,0.344,-21.15,41486.59,709.6922,metal loss,15.0,,1.14,1.26,,10:09,External,,METAL_LOSS,False,True,10.15,1778
,,0.344,-21.34,41486.78,709.6857,Cluster,12.0,,4.25,3.16,,10:13,External,,CLUSTER,False,True,10.216666666666667,1779
,,0.344,-35.98,41501.43,709.1821,metal loss,10.0,,2.52,0.75,,9:33,External,,METAL_LOSS,False,True,9.55,1780
,,0.344,-36.87,41502.32,709.151,metal loss,14.0,,4.25,0.94,,8:10,External,,METAL_LOSS,False,True,8.166666666666666,1781
,,0.344,-37.98,41503.42,709.1124,metal loss,10.0,,1.18,0.83,,9:22,External,,METAL_LOSS,False,True,9.366666666666667,1782
,,0.344,-38.56,41504.01,709.092,Cluster,10.0,,4.39,5.72,,9:28,External,,CLUSTER,False,True,9.466666666666667,1783
,,0.344,-8.33,41593.61,705.8259,Cluster,16.0,,3.71,3.96,,6:58,External,,CLUSTER,False,True,6.966666666666667,1793
,,0.344,-20.19,41605.47,705.8339,Cluster,15.0,,3.43,1.22,,3:25,External,,CLUSTER,False,True,3.4166666666666665,1794
,,0.344,-21.05,41606.33,705.8384,metal loss,13.0,,1.53,1.38,,3:21,External,,METAL_LOSS,False,True,3.35,1795
,,0.344,-21.88,41607.15,705.8426,Cluster,23.0,,5.15,3.54,1.71,2:04,External,,CLUSTER,False,True,2.066666666666667,1796
,,0.344,-22.21,41607.49,705.8444,metal loss,11.0,,1.42,0.91,,3:27,External,,METAL_LOSS,False,True,3.45,1797
,,0.344,-22.4,41607.68,705.8453,Cluster,25.0,,3.62,2.81,1.75,1:54,External,,CLUSTER,False,True,1.9,1798
,,0.344,-23.08,41608.36,705.8488,Cluster,13.0,,1.69,1.2,,2:29,External,,CLUSTER,False,True,2.4833333333333334,1799
,,0.344,-24.84,41610.12,705.8634,Cluster,13.0,,3.25,6.37,,9:19,External,,CLUSTER,False,True,9.316666666666666,1800
,,0.344,-25.38,41610.66,705.8678,Cluster,10.0,,2.63,4.13,,9:46,External,,CLUSTER,False,True,9.766666666666667,1801
,,0.344,-25.96,41611.24,705.8726,Cluster,17.0,,3.25,3.71,,9:44,External,,CLUSTER,False,True,9.733333333333333,1802
,,0.344,-29.18,41614.46,705.8991,metal loss,16.0,,1.1,0.59,,10:17,External,,METAL_LOSS,False,True,10.283333333333333,1803
,,0.344,-11.37,41636.74,706.14,metal loss,25.0,,2.09,1.26,1.82,9:46,External,,METAL_LOSS,False,True,9.766666666666667,1805
,,0.344,-12.44,41637.81,706.1532,metal loss,14.0,,2.09,1.89,,9:56,External,,METAL_LOSS,False,True,9.933333333333334,1806
,,0.344,-20.6,41645.97,706.2698,Cluster,20.0,,5.22,4.96,1.73,9:21,External,,CLUSTER,False,True,9.35,1807
,,0.344,-21.8,41647.17,706.2872,metal loss,16.0,,0.63,0.87,,10:15,External,,METAL_LOSS,False,True,10.25,1808
,,0.344,-21.96,41647.33,706.2894,Cluster,16.0,,2.06,3.94,,9:43,External,,CLUSTER,False,True,9.716666666666667,1809
,,0.344,-23.26,41648.63,706.3085,Cluster,12.0,,2.66,3.92,,9:45,External,,CLUSTER,False,True,9.75,1810
,,0.344,-23.76,41649.13,706.3163,metal loss,15.0,,0.75,0.71,,10:23,External,,METAL_LOSS,False,True,10.383333333333333,1811
,,0.344,-24.22,41649.59,706.3234,metal loss,24.0,,0.94,0.71,1.87,9:38,External,,METAL_LOSS,False,True,9.633333333333333,1812
,,0.344,-25.04,41650.41,706.3363,Cluster,15.0,,3.7,3.56,,9:32,External,,CLUSTER,False,True,9.533333333333333,1813
,,0.344,-26.06,41651.43,706.3523,Cluster,14.0,,2.66,2.64,,9:39,External,,CLUSTER,False,True,9.65,1814
,,0.344,-26.51,41651.88,706.3593,Cluster,14.0,,2.84,4.19,,9:38,External,,CLUSTER,False,True,9.633333333333333,1815
,,0.344,-27.03,41652.4,706.3675,Cluster,12.0,,2.08,2.26,,9:39,External,,CLUSTER,False,True,9.65,1816
,,0.344,-27.89,41653.26,706.3809,Cluster,19.0,,3.68,2.75,,8:52,External,,CLUSTER,False,True,8.866666666666667,1818
,,0.344,-28.52,41653.89,706.3908,Cluster,21.0,,2.99,2.54,1.8,9:48,External,,CLUSTER,False,True,9.8,1819
,,0.344,-25.68,41704.24,706.715,Cluster,14.0,,5.59,14.6,,6:18,External,,CLUSTER,False,True,6.3,1829
,,0.344,-0.53,41705.97,706.6729,Cluster,11.0,,4.12,17.76,,7:43,External,,CLUSTER,False,True,7.716666666666667,1832
,,0.344,-0.77,43597.89,701.6441,Cluster,14.0,,2.4,7.67,,4:45,External,,CLUSTER,False,True,4.75,1897
,,0.344,-20.73,43925.26,701.9519,metal loss-manufacturing anomaly,15.0,,2.32,0.59,,7:51,,,METAL_LOSS_MFG,False,True,7.85,1908
,,0.344,-24.44,43928.97,701.9672,metal loss-manufacturing anomaly,14.0,,3.03,0.71,,9:08,,,METAL_LOSS_MFG,False,True,9.133333333333333,1909
,,0.344,-25.96,43930.49,701.9641,metal loss-manufacturing anomaly,13.0,,3.46,0.94,,9:33,,,METAL_LOSS_MFG,False,True,9.55,1910
,,0.344,-25.98,43930.51,701.964,metal loss-manufacturing anomaly,27.0,,3.42,0.55,,9:23,,,METAL_LOSS_MFG,False,True,9.383333333333333,1911
,,0.344,-5.46,43949.85,701.8126,metal loss,13.0,,1.58,1.42,,2:25,External,,METAL_LOSS,False,True,2.4166666666666665,1913
,,0.344,-5.91,43950.29,701.8019,metal loss,10.0,,1.65,2.48,,2:28,External,,METAL_LOSS,False,True,2.466666666666667,1914
,,0.344,-9.79,43954.18,701.7088,Cluster,13.0,,1.81,2.93,,9:26,External,,CLUSTER,False,True,9.433333333333334,1915
,,0.344,-11.93,43956.32,701.6575,Cluster,11.0,,2.28,1.91,,2:15,External,,CLUSTER,False,True,2.25,1916
,,0.344,-12.36,43956.74,701.6473,Cluster,12.0,,5.46,5.22,,1:43,External,,CLUSTER,False,True,1.7166666666666668,1917
,,0.344,-13.09,43957.47,701.6297,metal loss,12.0,,2.4,1.93,,2:21,External,,METAL_LOSS,False,True,2.35,1918
,,0.344,-15.5,43959.89,701.5719,metal loss,12.0,,3.35,0.83,,9:25,External,,METAL_LOSS,False,True,9.416666666666666,1919
,,0.344,-18.37,43962.76,701.504,metal loss,10.0,,2.24,1.42,,2:21,External,,METAL_LOSS,False,True,2.35,1920
,,0.344,-37.18,43981.57,700.8596,metal loss,11.0,,0.87,1.18,,5:14,Internal,,METAL_LOSS,False,True,5.233333333333333,1921
,,0.344,-0.71,43985.28,700.6769,Cluster,16.0,,3.58,7.42,,10:38,External,,CLUSTER,False,True,10.633333333333333,1923
,,0.344,-5.25,44100.91,699.1291,Cluster,23.0,,10.97,12.82,1.62,5:42,Internal,,CLUSTER,False,True,5.7,1929
,,0.344,-1.18,44640.11,697.2894,metal loss,13.0,,0.87,0.83,,6:38,External,,METAL_LOSS,False,True,6.633333333333333,1946
,,0.344,-2.41,44641.35,697.2719,metal loss,12.0,,1.02,0.98,,4:49,External,,METAL_LOSS,False,True,4.816666666666666,1947
,,0.344,-3.02,44641.95,697.2633,metal loss,20.0,,1.38,1.3,1.86,4:51,External,,METAL_LOSS,False,True,4.85,1948
,,0.344,-3.55,44642.49,697.2557,metal loss,22.0,,1.1,0.83,1.87,4:46,External,,METAL_LOSS,False,True,4.766666666666667,1949
,,0.344,-9.05,44647.98,697.1778,Cluster,16.0,,6.84,3.81,,4:42,External,,CLUSTER,False,True,4.7,1950
,,0.344,-20.15,44698.12,696.1631,metal loss,13.0,,1.22,1.1,,4:16,External,,METAL_LOSS,False,True,4.266666666666667,1952
,,0.344,-20.75,44698.71,696.1486,metal loss,11.0,,1.1,1.1,,4:35,External,,METAL_LOSS,False,True,4.583333333333333,1953
,,0.344,-21.25,44699.21,696.1362,Cluster,20.0,,3.23,3.77,1.79,7:38,External,,CLUSTER,False,True,7.633333333333333,1954
,,0.344,-22.98,44700.94,696.0937,metal loss,10.0,,1.3,1.26,,7:56,External,,METAL_LOSS,False,True,7.933333333333334,1955
,,0.344,-23.27,44701.23,696.0865,metal loss,10.0,,0.91,0.91,,4:43,External,,METAL_LOSS,False,True,4.716666666666667,1956
,,0.344,-25.85,44703.81,696.023,metal loss-manufacturing anomaly,11.0,,0.47,0.83,,3:55,,,METAL_LOSS_MFG,False,True,3.9166666666666665,1957
,,0.344,-21.98,44940.0,696.5491,Cluster,15.0,,3.73,5.82,,8:17,External,,CLUSTER,False,True,8.283333333333333,1966
,,0.344,-5.24,44963.32,696.8365,metal loss,17.0,,1.06,1.06,,9:07,External,,METAL_LOSS,False,True,9.116666666666667,1968
,,0.344,-14.9,45013.1,697.4398,metal loss,17.0,,0.98,0.63,,6:29,External,,METAL_LOSS,False,True,6.483333333333333,1971
,,0.344,-0.76,45112.14,698.9924,metal loss,38.0,,1.1,1.22,1.85,12:30,External,,METAL_LOSS,False,True,12.5,1975
,,0.344,-0.76,45112.14,698.9924,metal loss,39.0,,1.22,0.59,1.84,12:01,External,,METAL_LOSS,False,True,12.016666666666667,1976
,,0.344,-4.88,45138.44,699.5063,metal loss,14.0,,0.98,1.1,,3:57,External,,METAL_LOSS,False,True,3.95,1978
,,0.344,-5.64,45139.21,699.5193,Cluster,47.0,,5.47,5.59,1.46,3:34,External,,CLUSTER,False,True,3.5666666666666664,1979
,,0.344,-17.81,45151.38,699.7154,metal loss,14.0,,1.22,1.34,,4:21,External,,METAL_LOSS,False,True,4.35,1980
,,0.344,-0.81,45676.4,666.559,Cluster,36.0,,3.82,6.49,1.66,6:20,External,,CLUSTER,False,True,6.333333333333333,2001
,,0.344,-38.95,45950.05,689.282,Cluster,11.0,,2.63,16.36,,4:27,External,,CLUSTER,False,True,4.45,2009
,,0.344,-39.05,45950.15,689.2903,Cluster,14.0,,1.25,2.24,,7:27,External,,CLUSTER,False,True,7.45,2010
,,0.344,-0.49,45951.57,689.4027,Cluster,10.0,,2.4,5.82,,7:14,External,,CLUSTER,False,True,7.233333333333333,2012
,,0.344,-0.78,45951.85,689.4256,Cluster,14.0,,2.63,19.0,,5:14,External,,CLUSTER,False,True,5.233333333333333,2013
,,0.344,-5.74,46196.86,693.1403,Cluster,10.0,,3.97,2.39,,8:11,External,,CLUSTER,False,True,8.183333333333334,2027
,,0.344,-8.19,46199.31,693.0482,Cluster,11.0,,1.06,3.39,,8:25,External,,CLUSTER,False,True,8.416666666666666,2028
,,0.344,-22.62,46333.84,690.0619,metal loss-manufacturing anomaly,24.0,,4.57,0.71,,9:03,,,METAL_LOSS_MFG,False,True,9.05,2033
,,0.344,-26.55,46377.81,689.2407,metal loss-manufacturing anomaly,12.0,,0.94,1.06,,7:36,,,METAL_LOSS_MFG,False,True,7.6,2036
,,0.344,-7.96,46664.82,688.7538,metal loss,20.0,,0.94,0.67,1.87,4:49,External,,METAL_LOSS,False,True,4.816666666666666,2050
,,0.344,-25.88,46733.12,685.3023,metal loss,15.0,,0.87,0.94,,8:25,External,,METAL_LOSS,False,True,8.416666666666666,2054
,,0.344,-0.61,46764.12,683.1255,Cluster,12.0,,3.56,3.48,,4:13,External,,CLUSTER,False,True,4.216666666666667,2057
,,0.344,-0.75,46764.26,683.1164,Cluster,28.0,,5.63,13.45,1.65,5:15,External,,CLUSTER,False,True,5.25,2058
,,0.344,-26.23,46869.83,688.1264,metal loss-manufacturing anomaly,12.0,,3.42,4.53,,11:25,,,METAL_LOSS_MFG,False,True,11.416666666666666,2061
,,0.344,-0.75,47266.22,680.9187,Cluster,11.0,,3.04,7.08,,3:19,External,,CLUSTER,False,True,3.3166666666666664,2078
